Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Chromosome/scaffold name	Saccharomyces cerevisiae paralogue gene stable ID	Saccharomyces cerevisiae paralogue associated gene name	Saccharomyces cerevisiae paralogue protein or transcript ID	Saccharomyces cerevisiae paralogue chromosome/scaffold name
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDL245C	HXT15	YDL245C	IV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YJR158W	HXT16	YJR158W	X
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YLR081W	GAL2	YLR081W	XII
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YJL219W	HXT9	YJL219W	X
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDR343C	HXT6	YDR343C	IV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YMR011W	HXT2	YMR011W	XIII
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YHR092C	HXT4	YHR092C	VIII
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YFL011W	HXT10	YFL011W	VI
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDR342C	HXT7	YDR342C	IV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YHR096C	HXT5	YHR096C	VIII
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YOL156W	HXT11	YOL156W	XV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YJL214W	HXT8	YJL214W	X
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YHR094C	HXT1	YHR094C	VIII
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDR345C	HXT3	YDR345C	IV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDR497C	ITR1	YDR497C	IV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YOL103W	ITR2	YOL103W	XV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDR387C	CIN10	YDR387C	IV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YBR241C		YBR241C	II
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YGL104C	VPS73	YGL104C	VII
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YJR160C	MPH3	YJR160C	X
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDL247W	MPH2	YDL247W	IV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YBR298C	MAL31	YBR298C	II
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YGR289C	MAL11	YGR289C	VII
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDL194W	SNF3	YDL194W	IV
YNR072W	YNR072W_mRNA	YNR072W	HXT17	XIV	YDL138W	RGT2	YDL138W	IV
YDR289C	YDR289C_mRNA	YDR289C	RTT103	IV				
YOR167C	YOR167C_mRNA	YOR167C	RPS28A	XV	YLR264W	RPS28B	YLR264W	XII
YDL014W	YDL014W_mRNA	YDL014W	NOP1	IV				
YJL168C	YJL168C_mRNA	YJL168C	SET2	X				
YHR014W	YHR014W_mRNA	YHR014W	SPO13	VIII				
YPR131C	YPR131C_mRNA	YPR131C	NAT3	XVI	YPR051W	MAK3	YPR051W	XVI
YPR131C	YPR131C_mRNA	YPR131C	NAT3	XVI	YHR013C	ARD1	YHR013C	VIII
YPR125W	YPR125W_mRNA	YPR125W	YLH47	XVI	YOL027C	MDM38	YOL027C	XV
YMR313C	YMR313C_mRNA	YMR313C	TGL3	XIII	YKR089C	TGL4	YKR089C	XI
YMR313C	YMR313C_mRNA	YMR313C	TGL3	XIII	YOR081C	TGL5	YOR081C	XV
YBR167C	YBR167C_mRNA	YBR167C	POP7	II				
YFL010C	YFL010C_mRNA	YFL010C	WWM1	VI				
YMR155W	YMR155W_mRNA	YMR155W		XIII				
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YDR543C		YDR543C	IV
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YJR162C		YJR162C	X
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YNL337W		YNL337W	XIV
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YFL063W		YFL063W	VI
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YER188C-A		YER188C-A	V
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YLL065W		YLL065W	XII
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YKL225W		YKL225W	XI
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YNR077C		YNR077C	XIV
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YOL166W-A		YOL166W-A	XV
YAL068W-A	YAL068W-A_mRNA	YAL068W-A		I	YMR326C		YMR326C	XIII
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YER100W	UBC6	YER100W	V
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YMR022W	UBC7	YMR022W	XIII
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YDL064W	UBC9	YDL064W	IV
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YDR054C	CDC34	YDR054C	IV
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YGR133W	PEX4	YGR133W	VII
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YGL058W	RAD6	YGL058W	VII
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YLR306W	UBC12	YLR306W	XII
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YEL012W	UBC8	YEL012W	V
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YDR092W	UBC13	YDR092W	IV
YDR177W	YDR177W_mRNA	YDR177W	UBC1	IV	YOR339C	UBC11	YOR339C	XV
YGR246C	YGR246C_mRNA	YGR246C	BRF1	VII	YPR086W	SUA7	YPR086W	XVI
YDL087C	YDL087C_mRNA	YDL087C	LUC7	IV				
YFR031C-A	YFR031C-A_mRNA	YFR031C-A	RPL2A	VI	YIL018W	RPL2B	YIL018W	IX
YFR031C-A	YFR031C-A_mRNA	YFR031C-A	RPL2A	VI	YEL050C	RML2	YEL050C	V
YLR318W	YLR318W_mRNA	YLR318W	EST2	XII				
YLR376C	YLR376C_mRNA	YLR376C	PSY3	XII				
YBR162C	YBR162C_mRNA	YBR162C	TOS1	II	YJL171C	TOH1	YJL171C	X
YER157W	YER157W_mRNA	YER157W	COG3	V				
YBR290W	YBR290W_mRNA	YBR290W	BSD2	II				
YDR055W	YDR055W_mRNA	YDR055W	PST1	IV	YBR078W	ECM33	YBR078W	II
YDR055W	YDR055W_mRNA	YDR055W	PST1	IV	YCL048W	SPS22	YCL048W	III
YDR055W	YDR055W_mRNA	YDR055W	PST1	IV	YDR522C	SPS2	YDR522C	IV
YOR262W	YOR262W_mRNA	YOR262W	GPN2	XV	YLR243W	GPN3	YLR243W	XII
YOR262W	YOR262W_mRNA	YOR262W	GPN2	XV	YJR072C	NPA3	YJR072C	X
YCR091W	YCR091W_mRNA	YCR091W	KIN82	III	YBR028C	YPK3	YBR028C	II
YCR091W	YCR091W_mRNA	YCR091W	KIN82	III	YNR047W	FPK1	YNR047W	XIV
YNR054C	YNR054C_mRNA	YNR054C	ESF2	XIV				
YLR142W	YLR142W_mRNA	YLR142W	PUT1	XII				
tS(CGA)C	tS(CGA)C_tRNA		SUP61	III				
YLR105C	YLR105C_mRNA	YLR105C	SEN2	XII				
YJL150W	YJL150W_mRNA	YJL150W		X				
YLR400W	YLR400W_mRNA	YLR400W		XII				
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YGR295C	COS6	YGR295C	VII
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YDL248W	COS7	YDL248W	IV
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YHL048W	COS8	YHL048W	VIII
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YBR302C	COS2	YBR302C	II
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YNL336W	COS1	YNL336W	XIV
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YML132W	COS3	YML132W	XIII
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YFL062W	COS4	YFL062W	VI
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YJR161C	COS5	YJR161C	X
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YNR075W	COS10	YNR075W	XIV
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YCR102W-A		YCR102W-A	III
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YGL263W	COS12	YGL263W	VII
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YHL043W	ECM34	YHL043W	VIII
YKL219W	YKL219W_mRNA	YKL219W	COS9	XI	YHL042W		YHL042W	VIII
YBR222C	YBR222C_mRNA	YBR222C	PCS60	II				
YDR518W	YDR518W_mRNA	YDR518W	EUG1	IV	YCL043C	PDI1	YCL043C	III
YOL104C	YOL104C_mRNA	YOL104C	NDJ1	XV				
YML133W-A	YML133W-A_mRNA	YML133W-A		XIII	YER190C-A		YER190C-A	V
YML133W-A	YML133W-A_mRNA	YML133W-A		XIII	YPL283W-A		YPL283W-A	XVI
YML133W-A	YML133W-A_mRNA	YML133W-A		XIII	YGR296C-A		YGR296C-A	VII
YML133W-A	YML133W-A_mRNA	YML133W-A		XIII	YNL339W-A		YNL339W-A	XIV
YML133W-A	YML133W-A_mRNA	YML133W-A		XIII	YFL067W		YFL067W	VI
YFL067W	YFL067W_mRNA	YFL067W		VI	YER190C-A		YER190C-A	V
YFL067W	YFL067W_mRNA	YFL067W		VI	YPL283W-A		YPL283W-A	XVI
YFL067W	YFL067W_mRNA	YFL067W		VI	YGR296C-A		YGR296C-A	VII
YFL067W	YFL067W_mRNA	YFL067W		VI	YNL339W-A		YNL339W-A	XIV
YFL067W	YFL067W_mRNA	YFL067W		VI	YML133W-A		YML133W-A	XIII
YMR309C	YMR309C_mRNA	YMR309C	NIP1	XIII				
YDR256C	YDR256C_mRNA	YDR256C	CTA1	IV	YGR088W	CTT1	YGR088W	VII
YGR170W	YGR170W_mRNA	YGR170W	PSD2	VII	YNL169C	PSD1	YNL169C	XIV
YOR197W	YOR197W_mRNA	YOR197W	MCA1	XV				
YER148W-A	YER148W-A_mRNA	YER148W-A		V				
YJL036W	YJL036W_mRNA	YJL036W	SNX4	X				
YBR220C	YBR220C_mRNA	YBR220C		II	YBR219C		YBR219C	II
YMR104C	YMR104C_mRNA	YMR104C	YPK2	XIII	YKL126W	YPK1	YKL126W	XI
YDR404C	YDR404C_mRNA	YDR404C	RPB7	IV	YKL144C	RPC25	YKL144C	XI
YDR404C	YDR404C_mRNA	YDR404C	RPB7	IV	YOR340C	RPA43	YOR340C	XV
YER022W	YER022W_mRNA	YER022W	SRB4	V				
YHR179W	YHR179W_mRNA	YHR179W	OYE2	VIII	YPL171C	OYE3	YPL171C	XVI
YBR204C	YBR204C_mRNA	YBR204C	LDH1	II	YLR099C	ICT1	YLR099C	XII
YBR204C	YBR204C_mRNA	YBR204C	LDH1	II	YDR125C	ECM18	YDR125C	IV
YBR204C	YBR204C_mRNA	YBR204C	LDH1	II	YGR031W	IMO32	YGR031W	VII
YBR204C	YBR204C_mRNA	YBR204C	LDH1	II	YGR110W	CLD1	YGR110W	VII
YDL106C	YDL106C_mRNA	YDL106C	PHO2	IV				
YGL247W	YGL247W_mRNA	YGL247W	BRR6	VII				
YGR219W	YGR219W_mRNA	YGR219W		VII				
YPL277C	YPL277C_mRNA	YPL277C		XVI	YOR389W		YOR389W	XV
YOR329W-A	YOR329W-A_mRNA	YOR329W-A		XV				
YDR027C	YDR027C_mRNA	YDR027C	VPS54	IV				
YHR034C	YHR034C_mRNA	YHR034C	PIH1	VIII				
YOL105C	YOL105C_mRNA	YOL105C	WSC3	XV	YNL283C	WSC2	YNL283C	XIV
YOL135C	YOL135C_mRNA	YOL135C	MED7	XV				
YBR254C	YBR254C_mRNA	YBR254C	TRS20	II				
YKR055W	YKR055W_mRNA	YKR055W	RHO4	XI	YAL048C	GEM1	YAL048C	I
YKR055W	YKR055W_mRNA	YKR055W	RHO4	XI	YLR229C	CDC42	YLR229C	XII
YLR211C	YLR211C_mRNA	YLR211C	ATG38	XII				
YJR004C	YJR004C_mRNA	YJR004C	SAG1	X				
YPR062W	YPR062W_mRNA	YPR062W	FCY1	XVI				
tC(GCA)P2	tC(GCA)P2_tRNA			XVI	tC(GCA)G		tC(GCA)G_tRNA	VII
tC(GCA)P2	tC(GCA)P2_tRNA			XVI	tC(GCA)B		tC(GCA)B_tRNA	II
tC(GCA)P2	tC(GCA)P2_tRNA			XVI	tC(GCA)P1		tC(GCA)P1_tRNA	XVI
YNL321W	YNL321W_mRNA	YNL321W	VNX1	XIV	YDL128W	VCX1	YDL128W	IV
YHR199C-A	YHR199C-A_mRNA	YHR199C-A	NBL1	VIII				
YLR157W-D	YLR157W-D_mRNA	YLR157W-D		XII	YLR156W		YLR156W	XII
YLR157W-D	YLR157W-D_mRNA	YLR157W-D		XII	YLR161W		YLR161W	XII
YLR157W-D	YLR157W-D_mRNA	YLR157W-D		XII	YLR159W		YLR159W	XII
YLR157W-D	YLR157W-D_mRNA	YLR157W-D		XII	YLR157W-E		YLR157W-E	XII
YML017W	YML017W_mRNA	YML017W	PSP2	XIII				
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YML132W	COS3	YML132W	XIII
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YFL062W	COS4	YFL062W	VI
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YNL336W	COS1	YNL336W	XIV
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YDL248W	COS7	YDL248W	IV
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YJR161C	COS5	YJR161C	X
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YGR295C	COS6	YGR295C	VII
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YHL048W	COS8	YHL048W	VIII
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YKL219W	COS9	YKL219W	XI
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YNR075W	COS10	YNR075W	XIV
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YCR102W-A		YCR102W-A	III
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YGL263W	COS12	YGL263W	VII
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YHL043W	ECM34	YHL043W	VIII
YBR302C	YBR302C_mRNA	YBR302C	COS2	II	YHL042W		YHL042W	VIII
YPL182C	YPL182C_mRNA	YPL182C		XVI				
YOR094W	YOR094W_mRNA	YOR094W	ARF3	XV				
YJL127C	YJL127C_mRNA	YJL127C	SPT10	X				
tM(CAU)J3	tM(CAU)J3_tRNA		IMT3	X	tM(CAU)P	IMT2	tM(CAU)P_tRNA	XVI
tM(CAU)J3	tM(CAU)J3_tRNA		IMT3	X	tM(CAU)C		tM(CAU)C_tRNA	III
tM(CAU)J3	tM(CAU)J3_tRNA		IMT3	X	tM(CAU)E	IMT4	tM(CAU)E_tRNA	V
tM(CAU)J3	tM(CAU)J3_tRNA		IMT3	X	tM(CAU)O1	IMT1	tM(CAU)O1_tRNA	XV
YGR003W	YGR003W_mRNA	YGR003W	CUL3	VII				
YOR312C	YOR312C_mRNA	YOR312C	RPL20B	XV	YMR242C	RPL20A	YMR242C	XIII
YGR158C	YGR158C_mRNA	YGR158C	MTR3	VII	YGR195W	SKI6	YGR195W	VII
YGR158C	YGR158C_mRNA	YGR158C	MTR3	VII	YGR095C	RRP46	YGR095C	VII
YLL042C	YLL042C_mRNA	YLL042C	ATG10	XII				
YEL045C	YEL045C_mRNA	YEL045C		V				
YGR052W	YGR052W_mRNA	YGR052W	FMP48	VII	YOR351C	MEK1	YOR351C	XV
YGR052W	YGR052W_mRNA	YGR052W	FMP48	VII	YKL171W	NNK1	YKL171W	XI
YOR067C	YOR067C_mRNA	YOR067C	ALG8	XV	YOR002W	ALG6	YOR002W	XV
YMR316W	YMR316W_mRNA	YMR316W	DIA1	XIII	YOR385W		YOR385W	XV
YNL066W	YNL066W_mRNA	YNL066W	SUN4	XIV	YIL123W	SIM1	YIL123W	IX
YNL066W	YNL066W_mRNA	YNL066W	SUN4	XIV	YKR042W	UTH1	YKR042W	XI
YNL066W	YNL066W_mRNA	YNL066W	SUN4	XIV	YJL116C	NCA3	YJL116C	X
YPR071W	YPR071W_mRNA	YPR071W		XVI	YIL029C		YIL029C	IX
YER188W	YER188W_mRNA	YER188W		V				
YJL167W	YJL167W_mRNA	YJL167W	ERG20	X				
tQ(UUG)B	tQ(UUG)B_tRNA			II				
YPR008W	YPR008W_mRNA	YPR008W	HAA1	XVI	YGL166W	CUP2	YGL166W	VII
YKL216W	YKL216W_mRNA	YKL216W	URA1	XI	YDL171C	GLT1	YDL171C	IV
YKL216W	YKL216W_mRNA	YKL216W	URA1	XI	YDR376W	ARH1	YDR376W	IV
YCR008W	YCR008W_mRNA	YCR008W	SAT4	III				
YHR174W	YHR174W_mRNA	YHR174W	ENO2	VIII	YGR254W	ENO1	YGR254W	VII
YHR174W	YHR174W_mRNA	YHR174W	ENO2	VIII	YOR393W	ERR1	YOR393W	XV
YHR174W	YHR174W_mRNA	YHR174W	ENO2	VIII	YPL281C	ERR2	YPL281C	XVI
YHR174W	YHR174W_mRNA	YHR174W	ENO2	VIII	YMR323W	ERR3	YMR323W	XIII
YDR095C	YDR095C_mRNA	YDR095C		IV				
YGR209C	YGR209C_mRNA	YGR209C	TRX2	VII	YCR083W	TRX3	YCR083W	III
YGR209C	YGR209C_mRNA	YGR209C	TRX2	VII	YLR043C	TRX1	YLR043C	XII
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YBR118W	TEF2	YBR118W	II
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YPR080W	TEF1	YPR080W	XVI
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YLR069C	MEF1	YLR069C	XII
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YKL173W	SNU114	YKL173W	XI
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YER025W	GCD11	YER025W	V
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YOR076C	SKI7	YOR076C	XV
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YDR172W	SUP35	YDR172W	IV
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YAL035W	FUN12	YAL035W	I
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YJL102W	MEF2	YJL102W	X
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YLR289W	GUF1	YLR289W	XII
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YOR187W	TUF1	YOR187W	XV
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YOL023W	IFM1	YOL023W	XV
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YNL163C	RIA1	YNL163C	XIV
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YDR385W	EFT2	YDR385W	IV
YKR084C	YKR084C_mRNA	YKR084C	HBS1	XI	YOR133W	EFT1	YOR133W	XV
YGR004W	YGR004W_mRNA	YGR004W	PEX31	VII	YBR168W	PEX32	YBR168W	II
YGR004W	YGR004W_mRNA	YGR004W	PEX31	VII	YLR324W	PEX30	YLR324W	XII
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)J		tA(AGC)J_tRNA	X
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)M2		tA(AGC)M2_tRNA	XIII
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)D		tA(AGC)D_tRNA	IV
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)P		tA(AGC)P_tRNA	XVI
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)H		tA(AGC)H_tRNA	VIII
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)M1		tA(AGC)M1_tRNA	XIII
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)K2		tA(AGC)K2_tRNA	XI
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)K1		tA(AGC)K1_tRNA	XI
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)F		tA(AGC)F_tRNA	VI
tA(AGC)L	tA(AGC)L_tRNA			XII	tA(AGC)G		tA(AGC)G_tRNA	VII
YCL035C	YCL035C_mRNA	YCL035C	GRX1	III	YDR513W	GRX2	YDR513W	IV
YCL035C	YCL035C_mRNA	YCL035C	GRX1	III	YBR014C	GRX7	YBR014C	II
YCL035C	YCL035C_mRNA	YCL035C	GRX1	III	YDL010W	GRX6	YDL010W	IV
YGR106C	YGR106C_mRNA	YGR106C	VOA1	VII				
YIL075C	YIL075C_mRNA	YIL075C	RPN2	IX	YHR027C	RPN1	YHR027C	VIII
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YJR159W	SOR1	YJR159W	X
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YDL246C	SOR2	YDL246C	IV
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YLR070C	XYL2	YLR070C	XII
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YCR102C		YCR102C	III
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YLR460C		YLR460C	XII
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YNL134C		YNL134C	XIV
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YMR318C	ADH6	YMR318C	XIII
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YCR105W	ADH7	YCR105W	III
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YBL069W	AST1	YBL069W	II
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YBL068W-A		YBL068W-A	II
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YER101C	AST2	YER101C	V
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YBR046C	ZTA1	YBR046C	II
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YDL168W	SFA1	YDL168W	IV
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YBR026C	ETR1	YBR026C	II
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YMR152W	YIM1	YMR152W	XIII
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YAL060W	BDH1	YAL060W	I
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YAL061W	BDH2	YAL061W	I
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YOL086C	ADH1	YOL086C	XV
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YBR145W	ADH5	YBR145W	II
YMR303C	YMR303C_mRNA	YMR303C	ADH2	XIII	YMR083W	ADH3	YMR083W	XIII
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YLR348C	DIC1	YLR348C	XII
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YDL119C	HEM25	YDL119C	IV
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YKL120W	OAC1	YKL120W	XI
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YGR096W	TPC1	YGR096W	VII
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YBL030C	PET9	YBL030C	II
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YBR085W	AAC3	YBR085W	II
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YMR056C	AAC1	YMR056C	XIII
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YOR222W	ODC2	YOR222W	XV
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YPL134C	ODC1	YPL134C	XVI
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YNL083W	SAL1	YNL083W	XIV
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YIL006W	YIA6	YIL006W	IX
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YEL006W	YEA6	YEL006W	V
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YIL134W	FLX1	YIL134W	IX
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YPR058W	YMC1	YPR058W	XVI
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YBR104W	YMC2	YBR104W	II
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YGR257C	MTM1	YGR257C	VII
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YOR100C	CRC1	YOR100C	XV
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YOR130C	ORT1	YOR130C	XV
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YKR052C	MRS4	YKR052C	XI
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YJL133W	MRS3	YJL133W	X
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YBR291C	CTP1	YBR291C	II
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YNL003C	PET8	YNL003C	XIV
YBR192W	YBR192W_mRNA	YBR192W	RIM2	II	YHR002W	LEU5	YHR002W	VIII
YJR109C	YJR109C_mRNA	YJR109C	CPA2	X				
YBR298C-A	YBR298C-A_mRNA	YBR298C-A		II	YGR291C		YGR291C	VII
YER186C	YER186C_mRNA	YER186C		V				
YCL068C	YCL068C_mRNA	YCL068C		III				
YPL024W	YPL024W_mRNA	YPL024W	RMI1	XVI				
YDR229W	YDR229W_mRNA	YDR229W	IVY1	IV				
YCL030C	YCL030C_mRNA	YCL030C	HIS4	III				
YKL202W	YKL202W_mRNA	YKL202W		XI				
YKR036C	YKR036C_mRNA	YKR036C	CAF4	XI	YFL009W	CDC4	YFL009W	VI
YKR036C	YKR036C_mRNA	YKR036C	CAF4	XI	YER066W	RRT13	YER066W	V
YKR036C	YKR036C_mRNA	YKR036C	CAF4	XI	YIL046W	MET30	YIL046W	IX
YKR036C	YKR036C_mRNA	YKR036C	CAF4	XI	YJL112W	MDV1	YJL112W	X
YER060W	YER060W_mRNA	YER060W	FCY21	V	YER056C	FCY2	YER056C	V
YER060W	YER060W_mRNA	YER060W	FCY21	V	YER060W-A	FCY22	YER060W-A	V
YER060W	YER060W_mRNA	YER060W	FCY21	V	YGL186C	TPN1	YGL186C	VII
YBL057C	YBL057C_mRNA	YBL057C	PTH2	II				
YDL197C	YDL197C_mRNA	YDL197C	ASF2	IV				
YNL173C	YNL173C_mRNA	YNL173C	MDG1	XIV	YHR146W	CRP1	YHR146W	VIII
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YER100W	UBC6	YER100W	V
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YMR022W	UBC7	YMR022W	XIII
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YDL064W	UBC9	YDL064W	IV
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YDR054C	CDC34	YDR054C	IV
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YGR133W	PEX4	YGR133W	VII
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YGL058W	RAD6	YGL058W	VII
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YLR306W	UBC12	YLR306W	XII
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YDR177W	UBC1	YDR177W	IV
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YEL012W	UBC8	YEL012W	V
YOR339C	YOR339C_mRNA	YOR339C	UBC11	XV	YDR092W	UBC13	YDR092W	IV
