GENE_id	mapped_id	ENSG	chr	GeneStart	mu	pLI	loeuf	zscore_mis	zscore_syn	mmdg	cmdg	non_mdg	partition	any_disease	target
ENSG00000137440	7340	ENSG00000137440	4	15935577.0	1.2005e-07	0.00031799	1.286	-0.63927	-0.27204	0.0	0.0	0.0	3	0.0	0
ENSG00000137441	7341	ENSG00000137441	4	15960245.0	9.2082e-08	0.0017312	1.798	-0.33269	-1.1374	0.0	0.0	0.0	4	0.0	0
ENSG00000137449	7342	ENSG00000137449	4	15002481.0	6.6917e-07	2.3944e-16	1.328	-3.9218	-5.8081	0.0	0.0	0.0	7	0.0	0
ENSG00000137460	7343	ENSG00000137460	4	152936323.0	7.8407e-07	0.018639	0.671	0.051424	-0.62291	0.0	0.0	0.0	6	0.0	0
ENSG00000137462	7344	ENSG00000137462	4	153684070.0	1.2704e-07	5.8343e-05	1.432	1.6524	1.3488	0.0	1.0	0.0	6	1.0	-1
ENSG00000137463	7345	ENSG00000137463	4	139266165.0	9.3663e-08	0.0015956	1.813	0.76205	0.57902	0.0	0.0	0.0	5	0.0	0
ENSG00000137473	7346	ENSG00000137473	4	146706617.0	6.1873e-07	2.5178e-05	0.887	-0.17572	0.057626	1.0	0.0	0.0	1	1.0	1
ENSG00000137474	7347	ENSG00000137474	11	77128246.0	2.2042e-06	2.4072e-62	0.995	0.076546	-1.851	1.0	0.0	0.0	2	1.0	1
ENSG00000137478	7348	ENSG00000137478	11	72836745.0	9.6016e-07	0.99673	0.466	1.9349	1.2058	0.0	0.0	0.0	4	0.0	0
ENSG00000137486	7349	ENSG00000137486	11	75260122.0	5.0484e-07	0.14829	0.611	1.9477	0.27756	0.0	0.0	0.0	4	0.0	0
ENSG00000137491	7350	ENSG00000137491	11	75100563.0	8.4645e-07	1.6767e-07	0.772	1.37	0.2735	0.0	0.0	0.0	2	0.0	0
ENSG00000137492	7351	ENSG00000137492	11	76349898.0	6.9609e-07	0.96105	0.514	3.5846	1.4787	0.0	0.0	0.0	3	0.0	0
ENSG00000137494	7352	ENSG00000137494	11	83193712.0	6.0102e-07	2.7598e-12	1.08	0.7769	0.6743	0.0	0.0	0.0	6	0.0	0
ENSG00000137496	7353	ENSG00000137496	11	71998613.0	3.6457e-07	4.9849e-10	1.563	0.29809	-0.021579	0.0	1.0	0.0	8	1.0	-1
ENSG00000137497	7354	ENSG00000137497	11	72002864.0	2.1963e-06	1.0	0.325	1.4513	1.3138	0.0	0.0	0.0	4	0.0	0
ENSG00000137500	7355	ENSG00000137500	11	83259081.0	3.1782e-07	0.00028879	1.112	-0.4792	-0.83532	0.0	0.0	0.0	7	0.0	0
ENSG00000137501	7356	ENSG00000137501	11	85694224.0	1.5692e-06	7.5287e-40	0.945	-1.187	-0.14538	0.0	0.0	0.0	1	0.0	0
ENSG00000137502	7357	ENSG00000137502	11	82973133.0	5.7301e-07	0.64387	0.649	2.563	0.89479	0.0	0.0	0.0	4	0.0	0
ENSG00000137504	7358	ENSG00000137504	11	85657742.0	1.4613e-07	0.31909	0.738	-0.27289	-1.3161	0.0	0.0	0.0	9	0.0	0
ENSG00000137507	7359	ENSG00000137507	11	76657524.0	4.2332e-07	0.58567	0.703	1.0292	0.86657	1.0	0.0	0.0	9	1.0	1
ENSG00000137509	7360	ENSG00000137509	11	82822936.0	4.6672e-07	2.2351e-12	1.119	-0.28145	-1.1017	0.0	0.0	0.0	2	0.0	0
ENSG00000137513	7361	ENSG00000137513	11	78435620.0	6.6839e-07	1.8081e-08	1.253	0.13303	0.2588	1.0	0.0	0.0	6	1.0	1
ENSG00000137522	7362	ENSG00000137522	11	71929018.0	5.112e-07	0.28906	0.644	1.132	-0.00067068	0.0	0.0	0.0	3	0.0	0
ENSG00000137547	7363	ENSG00000137547	8	54135241.0	5.1243e-07	6.6567e-08	1.213	0.53079	0.39666	0.0	0.0	0.0	4	0.0	0
ENSG00000137558	7364	ENSG00000137558	8	74824534.0	2.2724e-07	0.0017086	1.599	0.97265	-0.1792	0.0	0.0	0.0	1	0.0	0
ENSG00000137561	7365	ENSG00000137561	8	63048553.0	3.8549e-07	7.1096e-07	1.276	-0.1108	-1.2038	1.0	0.0	0.0	6	1.0	1
ENSG00000137563	7366	ENSG00000137563	8	63014881.0	9.3173e-08	0.059021	1.488	-1.1315	-1.3053	0.0	0.0	0.0	1	0.0	0
ENSG00000137571	7367	ENSG00000137571	8	69667046.0	6.9596e-07	3.4106e-10	0.831	1.0037	-0.028941	0.0	0.0	0.0	4	0.0	0
ENSG00000137573	7368	ENSG00000137573	8	69466624.0	1.5824e-06	0.9961	0.471	2.221	1.0011	0.0	0.0	0.0	3	0.0	0
ENSG00000137574	7369	ENSG00000137574	8	55773446.0	5.3938e-07	6.0219e-12	0.887	0.030701	0.045729	0.0	0.0	0.0	7	0.0	0
ENSG00000137575	7370	ENSG00000137575	8	58552924.0	1.0364e-07	0.062064	1.09	0.84671	1.1596	0.0	0.0	0.0	5	0.0	0
ENSG00000137601	7371	ENSG00000137601	4	169369704.0	1.1136e-06	9.1878e-23	0.959	0.90172	-0.37874	1.0	1.0	0.0	2	2.0	1
ENSG00000137628	7372	ENSG00000137628	4	168216291.0	1.6779e-06	4.927e-27	0.857	1.0638	0.024922	0.0	0.0	0.0	3	0.0	0
ENSG00000137634	7373	ENSG00000137634	11	114570591.0	3.9817e-07	3.9861e-15	1.571	-0.51799	-0.24276	0.0	0.0	0.0	8	0.0	0
ENSG00000137642	7374	ENSG00000137642	11	121452314.0	1.7044e-06	7.384e-08	0.545	2.8426	1.1868	0.0	0.0	0.0	5	0.0	0
ENSG00000137648	7375	ENSG00000137648	11	118077012.0	6.533e-07	6.81e-11	0.94	0.56131	0.53818	0.0	0.0	0.0	4	0.0	0
ENSG00000137656	7376	ENSG00000137656	11	116748170.0	1.0504e-06	5.4765e-11	0.909	-0.12597	-0.16172	0.0	0.0	0.0	1	0.0	0
ENSG00000137672	7377	ENSG00000137672	11	101451564.0	9.3624e-07	6.5085e-08	0.708	1.9131	0.074749	1.0	0.0	0.0	3	1.0	1
ENSG00000137673	7378	ENSG00000137673	11	102520508.0	4.8594e-07	1.3956e-06	1.095	-0.48441	-0.6118	0.0	0.0	0.0	2	0.0	0
ENSG00000137674	7379	ENSG00000137674	11	102576832.0	5.0852e-07	6.7195e-15	1.197	-0.50035	-0.55295	1.0	0.0	0.0	6	1.0	1
ENSG00000137675	7380	ENSG00000137675	11	102691487.0	6.9398e-07	3.7745e-15	1.323	-0.84074	-0.36914	0.0	0.0	0.0	3	0.0	0
ENSG00000137691	7381	ENSG00000137691	11	102047437.0	3.5998e-07	2.4243e-07	1.386	-0.37899	0.31242	1.0	0.0	0.0	4	1.0	1
ENSG00000137692	7382	ENSG00000137692	11	103050686.0	1.9782e-07	0.98748	0.443	2.1883	-0.35057	0.0	0.0	0.0	8	0.0	0
ENSG00000137693	7383	ENSG00000137693	11	102110447.0	7.56e-07	1.0	0.212	1.3479	-0.71755	1.0	0.0	0.0	5	1.0	1
ENSG00000137699	7384	ENSG00000137699	11	120111286.0	4.6592e-07	9.4922e-17	1.154	0.4741	0.066058	0.0	0.0	0.0	7	0.0	0
ENSG00000137700	7385	ENSG00000137700	11	119023751.0	7.5381e-07	4.455e-14	1.252	0.13187	-0.3607	1.0	0.0	0.0	5	1.0	1
ENSG00000137707	7386	ENSG00000137707	11	111467526.0	3.514e-07	0.0008247	1.072	0.88369	0.24157	1.0	0.0	0.0	5	1.0	1
ENSG00000137709	7387	ENSG00000137709	11	120236640.0	9.2791e-07	0.36958	0.577	1.2654	1.2141	0.0	0.0	0.0	9	0.0	0
ENSG00000137710	7388	ENSG00000137710	11	109864295.0	1.1677e-06	0.65721	0.542	1.5649	-0.04844	1.0	0.0	0.0	4	1.0	1
ENSG00000137713	7389	ENSG00000137713	11	111726908.0	9.6075e-07	1.4293e-15	0.955	0.93519	0.7579	0.0	0.0	0.0	1	0.0	0
ENSG00000137714	7390	ENSG00000137714	11	110429948.0	8.179e-08	0.051628	1.293	-0.24788	-0.33264	0.0	0.0	0.0	3	0.0	0
ENSG00000137720	7391	ENSG00000137720	11	111878935.0	5.8563e-07	4.0092e-11	1.712	-0.042347	0.06887	0.0	0.0	0.0	3	0.0	0
ENSG00000137726	7392	ENSG00000137726	11	117836976.0	1.4599e-07	0.23135	0.81	0.072703	-0.8226	0.0	0.0	0.0	1	0.0	0
ENSG00000137727	7393	ENSG00000137727	11	110577042.0	8.5069e-07	0.065488	0.613	1.266	0.27831	0.0	0.0	0.0	4	0.0	0
ENSG00000137731	7394	ENSG00000137731	11	117800844.0	1.7226e-07	0.0079463	1.239	-0.31803	-1.4293	1.0	0.0	0.0	9	1.0	1
ENSG00000137745	7395	ENSG00000137745	11	102942995.0	7.1756e-07	1.2947e-10	1.067	0.58112	0.69379	1.0	0.0	0.0	7	1.0	1
ENSG00000137747	7396	ENSG00000137747	11	117900641.0	8.1355e-07	3.1961e-13	0.967	1.612	0.60002	0.0	0.0	0.0	2	0.0	0
ENSG00000137752	7397	ENSG00000137752	11	105025397.0	3.6306e-07	0.017654	0.816	0.47126	0.58646	0.0	0.0	0.0	4	0.0	0
ENSG00000137757	7398	ENSG00000137757	11	104994235.0	7.4003e-07	1.5001e-06	1.044	0.4677	-0.61272	0.0	0.0	0.0	3	0.0	0
ENSG00000137760	7399	ENSG00000137760	11	107502727.0	5.2423e-07	2.7075e-05	0.797	0.54694	0.21861	1.0	0.0	0.0	10	1.0	1
ENSG00000137764	7400	ENSG00000137764	15	67542703.0	4.2953e-07	7.4834e-07	1.201	0.77293	-0.36244	0.0	0.0	0.0	9	0.0	0
ENSG00000137766	7401	ENSG00000137766	15	53978201.0	2.0041e-06	2.4291e-34	0.857	-1.3608	-1.2568	0.0	0.0	0.0	2	0.0	0
ENSG00000137767	7402	ENSG00000137767	15	45631148.0	8.3388e-07	4.519e-09	0.972	-0.032087	-0.46951	1.0	0.0	0.0	10	1.0	1
ENSG00000137770	7403	ENSG00000137770	15	44427622.0	2.4376e-07	0.99939	0.184	0.40184	-0.29635	0.0	0.0	0.0	5	0.0	0
ENSG00000137776	7404	ENSG00000137776	15	58879050.0	1.7678e-06	0.99983	0.443	2.848	0.88416	0.0	0.0	0.0	8	0.0	0
ENSG00000137801	7405	ENSG00000137801	15	39581079.0	1.3798e-06	1.0	0.301	3.7973	2.4889	0.0	0.0	0.0	6	0.0	0
ENSG00000137802	7406	ENSG00000137802	15	41774434.0	2.6961e-06	0.84477	0.484	3.2293	1.3099	1.0	0.0	0.0	10	1.0	1
ENSG00000137804	7407	ENSG00000137804	15	41320794.0	3.5019e-07	4.0634e-05	1.046	0.56506	-0.54547	0.0	0.0	0.0	2	0.0	0
ENSG00000137806	7408	ENSG00000137806	15	41387218.0	3.7031e-07	0.0074616	0.841	0.24644	1.4787	1.0	0.0	0.0	9	1.0	1
ENSG00000137807	7409	ENSG00000137807	15	69414246.0	1.6693e-06	1.0	0.279	3.2844	1.2425	1.0	0.0	0.0	3	1.0	1
ENSG00000137809	7410	ENSG00000137809	15	68296532.0	1.6561e-06	4.8406e-20	0.848	1.2904	-0.90656	0.0	0.0	0.0	4	0.0	0
ENSG00000137812	7411	ENSG00000137812	15	40594020.0	1.3139e-06	1.0	0.366	-0.4989	0.7373	1.0	0.0	0.0	4	1.0	1
ENSG00000137814	7412	ENSG00000137814	15	42548828.0	6.7477e-09	0.32564	1.858	-1.3963	-1.3115	0.0	0.0	0.0	3	0.0	0
ENSG00000137815	7413	ENSG00000137815	15	41408408.0	8.3456e-07	1.0	0.223	4.6583	-0.10094	0.0	0.0	0.0	3	0.0	0
ENSG00000137817	7414	ENSG00000137817	15	72241181.0	9.3777e-07	0.99857	0.451	3.2065	0.76721	0.0	0.0	0.0	10	0.0	0
ENSG00000137818	7415	ENSG00000137818	15	69452814.0	1.0436e-07	0.24731	1.003	-0.53481	-0.27329	0.0	0.0	0.0	1	0.0	0
ENSG00000137819	7416	ENSG00000137819	15	69298912.0	3.1543e-07	0.010978	0.789	0.9338	1.4633	0.0	0.0	0.0	10	0.0	0
ENSG00000137821	7417	ENSG00000137821	15	70853239.0	5.226e-07	0.00057888	0.84	1.1047	0.79679	0.0	0.0	0.0	5	0.0	0
ENSG00000137822	7418	ENSG00000137822	15	43369221.0	1.0395e-06	5.696e-08	0.71	2.9664	0.72862	1.0	0.0	0.0	7	1.0	1
ENSG00000137824	7419	ENSG00000137824	15	40735884.0	9.9207e-07	1.3555e-07	0.802	0.81805	-0.085385	0.0	0.0	0.0	10	0.0	0
ENSG00000137825	7420	ENSG00000137825	15	41493393.0	4.2295e-07	0.058252	0.724	0.80144	-1.6126	0.0	0.0	0.0	4	0.0	0
ENSG00000137831	7421	ENSG00000137831	15	70654554.0	1.0642e-06	7.672e-20	0.833	0.68696	0.8585	0.0	0.0	0.0	3	0.0	0
ENSG00000137834	7422	ENSG00000137834	15	66702236.0	3.815e-07	8.1308e-55	1.996	-7.5875	-5.6215	1.0	1.0	0.0	9	2.0	1
ENSG00000137841	7423	ENSG00000137841	15	40278176.0	1.4762e-06	4.854e-28	0.962	1.2513	-0.48191	0.0	0.0	1.0	2	1.0	-1
ENSG00000137842	7424	ENSG00000137842	15	43123279.0	5.837e-07	0.00011682	0.737	0.86772	0.25799	0.0	0.0	0.0	5	0.0	0
ENSG00000137843	7425	ENSG00000137843	15	40217428.0	1.1779e-06	3.0695e-05	0.715	0.94008	-0.48062	0.0	0.0	0.0	1	0.0	0
ENSG00000137845	7426	ENSG00000137845	15	58588809.0	1.2056e-06	1.0	0.276	3.9218	0.078292	1.0	1.0	0.0	3	2.0	1
ENSG00000137857	7427	ENSG00000137857	15	45129933.0	1.5031e-06	3.1158e-34	0.89	1.882	0.6178	0.0	0.0	0.0	9	0.0	0
ENSG00000137860	7428	ENSG00000137860	15	45252234.0	4.6332e-07	2.4877e-14	1.177	0.86948	0.07815	0.0	0.0	0.0	1	0.0	0
ENSG00000137868	7429	ENSG00000137868	15	74179466.0	1.0788e-06	2.3028e-08	0.725	1.1287	0.53456	1.0	0.0	0.0	1	1.0	1
ENSG00000137869	7430	ENSG00000137869	15	51208057.0	5.0171e-07	0.016139	0.793	1.2112	0.73527	1.0	0.0	0.0	8	1.0	1
ENSG00000137871	7431	ENSG00000137871	15	56630176.0	8.403e-07	0.97656	0.499	1.0641	-0.2046	0.0	0.0	0.0	1	0.0	0
ENSG00000137872	7432	ENSG00000137872	15	47184101.0	1.1901e-06	1.0	0.396	2.1587	0.33021	0.0	0.0	0.0	4	0.0	0
ENSG00000137875	7433	ENSG00000137875	15	52109263.0	2.3739e-07	1.4193e-07	1.888	-1.8873	-2.1961	0.0	0.0	0.0	7	0.0	0
ENSG00000137876	7434	ENSG00000137876	15	55180806.0	2.2801e-07	0.91599	0.546	0.45339	-0.36973	0.0	0.0	0.0	3	0.0	0
ENSG00000137877	7435	ENSG00000137877	15	41848146.0	3.6647e-06	3.2513000000000004e-210	1.359	-4.3435	-4.5603	0.0	0.0	0.0	2	0.0	0
ENSG00000137878	7436	ENSG00000137878	15	57591908.0	1.2444e-06	1.0843000000000001e-29	1.129	-0.30033	-1.1643	0.0	0.0	0.0	3	0.0	0
ENSG00000137880	7437	ENSG00000137880	15	40764068.0	6.3735e-08	0.00039663	1.947	-0.61082	-0.96948	0.0	0.0	0.0	1	0.0	0
ENSG00000137936	7438	ENSG00000137936	1	93561741.0	7.6974e-07	0.010862	0.584	1.3766	1.2116	0.0	0.0	0.0	4	0.0	0
ENSG00000137941	7439	ENSG00000137941	1	83865024.0	1.102e-06	0.0047091	0.564	3.0319	0.28017	0.0	0.0	0.0	9	0.0	0
ENSG00000137942	7440	ENSG00000137942	1	93448118.0	7.7126e-07	0.0012205	0.719	1.0725	-0.50009	0.0	0.0	0.0	3	0.0	0
ENSG00000137944	7441	ENSG00000137944	1	88935773.0	4.3335e-07	2.7923e-06	1.152	0.75006	1.4092	0.0	0.0	0.0	6	0.0	0
ENSG00000137947	7442	ENSG00000137947	1	88852633.0	5.452e-07	0.0075832	0.875	2.4583	-0.018396	0.0	0.0	0.0	5	0.0	0
ENSG00000137948	7443	ENSG00000137948	1	91949343.0	1.0759e-06	4.267e-13	0.801	1.2182	0.88983	1.0	0.0	0.0	2	1.0	1
ENSG00000137955	7444	ENSG00000137955	1	75786197.0	5.0674e-07	0.022161	0.688	2.0824	0.72291	0.0	0.0	0.0	4	0.0	0
ENSG00000137959	7445	ENSG00000137959	1	78619902.0	3.8682e-07	1.6394e-07	1.266	-0.82804	-0.16516	0.0	0.0	0.0	5	0.0	0
ENSG00000137960	7446	ENSG00000137960	1	77979542.0	2.483e-07	1.4008e-05	1.917	-1.4105	-1.608	0.0	0.0	0.0	3	0.0	0
ENSG00000137962	7447	ENSG00000137962	1	94148988.0	1.6257e-06	0.9997	0.448	2.1869	0.41092	0.0	0.0	0.0	6	0.0	0
ENSG00000137965	7448	ENSG00000137965	1	78649796.0	5.3463e-07	4.451e-10	1.19	-1.1664	-0.5616	0.0	0.0	0.0	6	0.0	0
ENSG00000137968	7449	ENSG00000137968	1	75202129.0	7.4682e-07	1.4031e-06	0.865	1.1758	1.2093	0.0	0.0	0.0	3	0.0	0
ENSG00000137975	7450	ENSG00000137975	1	86424171.0	1.1879e-06	1.0624e-21	1.144	0.93036	-0.25521	0.0	0.0	0.0	8	0.0	0
ENSG00000137976	7451	ENSG00000137976	1	84398484.0	8.1586e-07	2.4275e-14	1.21	0.67724	0.18789	0.0	0.0	0.0	1	0.0	0
ENSG00000137992	7452	ENSG00000137992	1	100186919.0	4.2488e-07	3.6458e-09	1.255	1.3238	0.458	1.0	0.0	0.0	3	1.0	1
ENSG00000137996	7453	ENSG00000137996	1	100266216.0	6.625e-07	2.0716e-09	1.19	0.45107	-0.26903	0.0	0.0	0.0	2	0.0	0
ENSG00000138002	7454	ENSG00000138002	2	27444377.0	1.9245e-06	1.2319e-29	0.745	2.704	1.9309	1.0	0.0	0.0	8	1.0	1
ENSG00000138018	7455	ENSG00000138018	2	26308547.0	4.2762e-07	0.0018885	0.832	1.8533	0.76268	1.0	0.0	0.0	6	1.0	1
ENSG00000138028	7456	ENSG00000138028	2	27098889.0	2.3736e-07	7.8975e-06	1.364	1.5234	0.51616	0.0	0.0	0.0	6	0.0	0
ENSG00000138029	7457	ENSG00000138029	2	26243170.0	5.8357e-07	0.00010599	1.145	0.83177	0.50603	1.0	0.0	0.0	5	1.0	1
ENSG00000138030	7458	ENSG00000138030	2	27086772.0	6.6698e-07	3.4096e-13	1.362	0.12947	0.27901	0.0	1.0	0.0	3	1.0	-1
ENSG00000138031	7459	ENSG00000138031	2	24819169.0	1.7897e-06	3.8965e-11	0.695	3.196	-0.59553	0.0	1.0	0.0	2	1.0	-1
ENSG00000138032	7460	ENSG00000138032	2	44167969.0	7.397e-07	0.2066	0.639	-0.10641	-0.46713	0.0	0.0	0.0	6	0.0	0
ENSG00000138035	7461	ENSG00000138035	2	55634061.0	1.0162e-06	0.00014785	0.64	0.28809	-0.83579	1.0	0.0	0.0	7	1.0	1
ENSG00000138036	7462	ENSG00000138036	2	43774039.0	2.0875e-07	0.0082431	1.028	-0.85502	0.46628	1.0	0.0	0.0	4	1.0	1
ENSG00000138039	7463	ENSG00000138039	2	48686774.0	9.3981e-07	4.121e-11	1.056	-0.025551	-0.32406	1.0	0.0	0.0	2	1.0	1
ENSG00000138050	7464	ENSG00000138050	2	39736060.0	4.5579e-07	3.0024e-14	1.396	-1.8286	-1.3545	0.0	0.0	0.0	6	0.0	0
ENSG00000138061	7465	ENSG00000138061	2	38066973.0	4.7475e-07	1.5114e-06	1.089	-2.0908	-2.1681	1.0	0.0	0.0	8	1.0	1
ENSG00000138068	7466	ENSG00000138068	2	37167820.0	3.2747e-07	4.4771e-12	1.558	-1.0806	-0.46518	0.0	0.0	0.0	8	0.0	0
ENSG00000138069	7467	ENSG00000138069	2	65070696.0	3.8274e-07	0.99666	0.311	2.796	-0.070985	0.0	0.0	0.0	5	0.0	0
ENSG00000138071	7468	ENSG00000138071	2	65227788.0	8.3405e-07	1.0	0.177	4.5219	0.76009	0.0	0.0	0.0	6	0.0	0
ENSG00000138073	7469	ENSG00000138073	2	27130756.0	8.108e-07	3.6623e-06	0.831	0.71187	0.0016467	0.0	0.0	0.0	8	0.0	0
ENSG00000138074	7470	ENSG00000138074	2	27199587.0	9.7952e-07	0.01529	0.609	2.2663	0.1562	1.0	0.0	0.0	3	1.0	1
ENSG00000138075	7471	ENSG00000138075	2	43812472.0	9.7787e-07	8.1322e-20	1.219	-1.0834	-1.7539	1.0	0.0	0.0	5	1.0	1
ENSG00000138078	7472	ENSG00000138078	2	44316281.0	7.0395e-07	2.1658e-24	1.247	-2.4297	-1.1963	1.0	0.0	0.0	9	1.0	1
ENSG00000138079	7473	ENSG00000138079	2	44275458.0	7.8491e-07	1.7181e-33	1.531	-3.2401	-2.0652	1.0	0.0	0.0	8	1.0	1
ENSG00000138080	7474	ENSG00000138080	2	27078615.0	1.1442e-06	3.194e-10	0.832	-0.13608	-0.99266	1.0	0.0	0.0	2	1.0	1
ENSG00000138081	7475	ENSG00000138081	2	47789316.0	7.3625e-07	1.0	0.215	4.098	-2.8883	1.0	0.0	0.0	10	1.0	1
ENSG00000138083	7476	ENSG00000138083	2	44941702.0	1.5003e-07	0.99311	0.387	1.5772	-1.6975	1.0	0.0	0.0	10	1.0	1
ENSG00000138085	7477	ENSG00000138085	2	27212041.0	4.6623e-07	1.0538e-08	1.235	-0.40297	-1.0906	0.0	0.0	0.0	1	0.0	0
ENSG00000138092	7478	ENSG00000138092	2	24793136.0	8.0768e-07	4.347e-08	1.138	0.39085	-0.68634	0.0	0.0	0.0	1	0.0	0
ENSG00000138095	7479	ENSG00000138095	2	43886224.0	7.5726e-07	2.1588e-11	0.808	-1.9032	-2.1366	1.0	0.0	0.0	7	1.0	1
ENSG00000138100	7480	ENSG00000138100	2	27282429.0	5.2336e-07	1.3528e-13	1.24	0.090105	0.08232	0.0	0.0	0.0	4	0.0	0
ENSG00000138101	7481	ENSG00000138101	2	25377198.0	1.1781e-06	2.4508e-16	0.936	0.78178	0.1719	0.0	0.0	0.0	4	0.0	0
ENSG00000138107	7482	ENSG00000138107	10	102461881.0	1.0535e-06	0.99999	0.337	4.1158	0.57826	0.0	0.0	0.0	7	0.0	0
ENSG00000138109	7483	ENSG00000138109	10	94938658.0	3.337e-07	1.1880000000000001e-20	1.607	-1.9978	-1.9055	1.0	0.0	0.0	4	1.0	1
ENSG00000138111	7484	ENSG00000138111	10	102461395.0	6.6191e-07	8.2343e-07	0.845	1.2809	0.80276	0.0	0.0	0.0	6	0.0	0
ENSG00000138115	7485	ENSG00000138115	10	95036772.0	5.559e-07	1.9472e-21	1.502	-0.59845	-0.018029	0.0	1.0	0.0	9	1.0	-1
ENSG00000138119	7486	ENSG00000138119	10	93306429.0	2.2182e-06	4.5541e-61	0.945	1.0762	0.93899	1.0	0.0	0.0	5	1.0	1
ENSG00000138131	7487	ENSG00000138131	10	98247690.0	8.2957e-07	1.8995e-18	0.944	0.78563	1.5195	0.0	0.0	0.0	1	0.0	0
ENSG00000138134	7488	ENSG00000138134	10	88879734.0	1.0524e-06	3.1159e-11	1.169	0.47777	0.66522	0.0	0.0	0.0	1	0.0	0
ENSG00000138135	7489	ENSG00000138135	10	89205629.0	2.0788e-07	0.0043948	1.029	0.63862	-0.45919	0.0	0.0	0.0	2	0.0	0
ENSG00000138136	7490	ENSG00000138136	10	101226994.0	1.3971e-07	0.44531	0.753	0.51755	-0.37828	1.0	0.0	0.0	6	1.0	1
ENSG00000138138	7491	ENSG00000138138	10	87751512.0	4.8649e-07	0.97793	0.505	2.7024	0.63745	1.0	0.0	0.0	5	1.0	1
ENSG00000138152	7492	ENSG00000138152	10	122271296.0	7.2619e-07	3.0416e-20	1.246	0.076694	0.25435	0.0	0.0	0.0	5	0.0	0
ENSG00000138160	7493	ENSG00000138160	10	92574105.0	6.9684e-07	1.0	0.184	2.7188	0.47097	1.0	0.0	0.0	3	1.0	1
ENSG00000138161	7494	ENSG00000138161	10	122832158.0	7.1291e-07	1.143e-13	1.066	1.0113	1.1296	0.0	0.0	0.0	10	0.0	0
ENSG00000138162	7495	ENSG00000138162	10	121989163.0	2.5666e-06	5.6357e-22	0.662	2.318	0.45439	0.0	0.0	0.0	4	0.0	0
ENSG00000138166	7496	ENSG00000138166	10	110497907.0	4.2191e-07	2.0296e-06	1.069	-1.4189	-2.6072	0.0	0.0	0.0	3	0.0	0
ENSG00000138172	7497	ENSG00000138172	10	103446786.0	1.7954e-07	6.2749e-06	1.212	0.76397	0.31685	0.0	0.0	0.0	8	0.0	0
ENSG00000138175	7498	ENSG00000138175	10	102673731.0	3.502e-07	0.93	0.557	1.4109	0.59289	1.0	0.0	0.0	4	1.0	1
ENSG00000138180	7499	ENSG00000138180	10	93496612.0	1.1818e-06	7.3852e-16	1.138	1.2481	0.80401	1.0	0.0	0.0	6	1.0	1
ENSG00000138182	7500	ENSG00000138182	10	89701590.0	1.1937e-06	8.5767e-23	0.887	-0.73117	-0.46996	0.0	0.0	0.0	9	0.0	0
ENSG00000138185	7501	ENSG00000138185	10	95711779.0	5.5461e-07	1.218e-05	0.737	1.937	1.0672	1.0	0.0	0.0	7	1.0	1
ENSG00000138190	7502	ENSG00000138190	10	92826831.0	6.3556e-07	0.00025713	0.788	0.37893	-0.40393	0.0	0.0	0.0	3	0.0	0
ENSG00000138193	7503	ENSG00000138193	10	93993931.0	2.614e-06	3.8869e-10	0.564	3.1225	2.2115	1.0	0.0	0.0	1	1.0	1
ENSG00000138207	7504	ENSG00000138207	10	93591687.0	4.1555e-07	0.86966	0.575	0.86717	0.35025	1.0	0.0	0.0	7	1.0	1
ENSG00000138231	7505	ENSG00000138231	3	138160988.0	6.8442e-07	6.9606e-05	0.841	1.1425	0.51367	1.0	1.0	0.0	8	2.0	1
ENSG00000138246	7506	ENSG00000138246	3	132417502.0	1.6808e-06	1.0	0.267	3.394	1.2701	0.0	0.0	0.0	5	0.0	0
ENSG00000138271	7507	ENSG00000138271	3	151294086.0	3.8692e-07	3.0267e-06	1.634	0.28314	-0.032859	0.0	0.0	0.0	10	0.0	0
ENSG00000138279	7508	ENSG00000138279	10	73375101.0	1.051e-06	8.4541e-11	1.055	0.83042	0.1094	0.0	0.0	0.0	6	0.0	0
ENSG00000138286	7509	ENSG00000138286	10	73168119.0	1.0076e-06	5.3985e-10	0.98	0.80716	-0.29971	1.0	0.0	0.0	10	1.0	1
ENSG00000138303	7510	ENSG00000138303	10	72096032.0	8.6117e-07	8.3188e-09	1.002	1.2584	0.39595	1.0	0.0	0.0	8	1.0	1
ENSG00000138308	7511	ENSG00000138308	10	72934762.0	3.7531e-07	1.3261e-06	1.292	1.4574	1.0159	0.0	0.0	0.0	1	0.0	0
ENSG00000138311	7512	ENSG00000138311	10	62374192.0	6.8852e-07	9.0678e-05	0.853	1.2594	0.63044	0.0	1.0	0.0	7	1.0	-1
ENSG00000138315	7513	ENSG00000138315	10	72893584.0	9.2706e-07	4.4064e-08	0.931	1.4033	1.4826	0.0	0.0	0.0	10	0.0	0
ENSG00000138316	7514	ENSG00000138316	10	70672506.0	1.8957e-06	2.8381e-27	0.966	0.80769	-0.21842	0.0	0.0	0.0	10	0.0	0
ENSG00000138326	7515	ENSG00000138326	10	78033760.0	4.0331e-07	0.99945	0.182	1.6762	-1.1998	1.0	0.0	0.0	2	1.0	1
ENSG00000138336	7516	ENSG00000138336	10	68560337.0	1.6834e-06	1.0	0.151	3.4456	1.3554	0.0	0.0	0.0	1	0.0	0
