HGNC_ID	FUSIL	pLI_gnomAD	oe_lof	oe_lof_lower	oe_lof_upper	oe_mis	oe_mis_lower	oe_mis_upper	oe_syn	oe_syn_lower	oe_syn_upper	shet	RVIS	DDD_HI_percentage
HGNC:25160	CL	0.000396	0.736	0.402	1.44	1.08	0.974	1.21	1.07	0.918	1.26	0.038799508	0.316366062	76.92
HGNC:25161	VP	0.997	0.0762	0.03	0.24	0.882	0.797	0.975	0.959	0.834	1.11	0.07618521	0.252110961	56.71
HGNC:25171	VP	0.284	0.253	0.103	0.797	0.809	0.699	0.938	0.806	0.644	1.02	-	0.687828801	65.63
HGNC:25173	SV	0.456	0.215	0.105	0.491	0.609	0.544	0.683	0.88	0.76	1.02	0.039607999	-1.028297464	59.23
HGNC:25180	DL	0.999	0.102	0.049	0.234	0.668	0.6	0.744	0.815	0.691	0.963	0.355801934	-0.162027213	19.7
HGNC:25189	VP	0.00063	0.387	0.238	0.656	0.87	0.788	0.959	0.914	0.779	1.08	0.007497908	-	52.88
HGNC:25209	VP	2.35e-26	0.554	0.449	0.687	0.949	0.909	0.99	0.992	0.927	1.06	-	2.448545083	30.4
HGNC:25216	SV	0.979	0.0974	0.039	0.307	0.291	0.231	0.37	0.707	0.547	0.924	0.25716017	-0.236625439	7.17
HGNC:25220	VP	6.22e-09	0.708	0.478	1.08	0.966	0.867	1.08	1	0.851	1.18	0.011830897	0.26503314	45.2
HGNC:25223	DL	0.00132	0.476	0.27	0.894	0.969	0.858	1.1	1.15	0.961	1.38	-	0.183220836	68.33
HGNC:25231	VP	0.00357	0.405	0.229	0.76	1.02	0.896	1.16	0.768	0.606	0.982	-	0.319752673	27.37
HGNC:25239	VN	3.63e-10	0.737	0.508	1.09	1.04	0.943	1.15	1.01	0.858	1.19	0.012654438	-0.335006374	68.13
HGNC:25240	SV	2.43e-30	0.892	0.708	1.13	0.863	0.798	0.933	0.956	0.845	1.08	0.004748853	-0.17102508	55.4
HGNC:25241	VP	2.31e-05	0.464	0.296	0.752	0.763	0.678	0.859	0.868	0.72	1.05	0.011475937	-0.157838294	68.81
HGNC:25244	SV	6.62e-12	0.55	0.402	0.763	0.924	0.85	1.01	0.96	0.834	1.11	0.004369482	1.203242628	54.04
HGNC:25246	VN	2.63e-08	0.843	0.548	1.34	1.04	0.935	1.17	0.916	0.761	1.11	0.004856632	1.231318994	54.62
HGNC:25248	DL	3.33e-08	0.558	0.381	0.838	1.25	1.15	1.37	1.29	1.14	1.47	0.002205179	0.473488671	63.89
HGNC:25250	VP	0.00465	0.389	0.22	0.73	0.812	0.724	0.912	0.998	0.851	1.17	0.065813882	-0.251770659	45.22
HGNC:25252	VP	7.39e-21	0.81	0.62	1.07	0.844	0.765	0.932	0.831	0.705	0.982	-	0.303088104	49.11
HGNC:25257	VP	0.00221	0.636	0.331	1.33	0.981	0.815	1.19	1.34	1.05	1.73	0.004543861	0.00979281	79.82
HGNC:25276	VP	2.19e-06	0.541	0.352	0.861	1.03	0.94	1.12	0.884	0.757	1.03	0.001713006	1.465295583	68.51
HGNC:25289	VP	1.24e-14	0.622	0.465	0.844	0.904	0.839	0.973	0.883	0.786	0.994	0.007613935	1.046663251	64.93
HGNC:2529	SV	0.00111	0.43	0.252	0.776	0.756	0.671	0.853	1.09	0.945	1.26	0.029000187	-0.472699248	51.46
HGNC:25296	VP	8.12e-22	0.89	0.679	1.18	0.894	0.827	0.967	0.753	0.657	0.864	0.005075896	1.239442361	81.93
HGNC:253	VP	2.2e-09	0.925	0.61	1.44	0.778	0.682	0.888	0.706	0.56	0.896	0.006367244	-0.493645645	35.21
HGNC:25302	VP	4.78e-06	0.624	0.392	1.03	1.02	0.898	1.15	0.967	0.789	1.19	0.017032787	0.615991434	49.46
HGNC:25310	VP	2.98e-28	0.834	0.66	1.06	1.02	0.949	1.09	1.04	0.941	1.16	0.006988814	-0.471372551	48.32
HGNC:25320	VP	1.8e-21	0.871	0.664	1.15	0.942	0.873	1.02	0.945	0.839	1.07	-	0.828745038	84.66
HGNC:25334	VP	0.788	0.165	0.074	0.426	0.764	0.661	0.884	0.695	0.54	0.902	0.045705214	0.02235929	20.96
HGNC:2536	VP	2.86e-05	0.563	0.346	0.955	0.767	0.666	0.886	0.874	0.705	1.09	0.010313456	-0.318345414	10.09
HGNC:25360	CL	5.67e-07	0.564	0.371	0.881	0.867	0.785	0.957	0.987	0.847	1.15	0.003791275	0.050969457	76.66
HGNC:25361	VP	6.14e-10	0.562	0.397	0.809	0.952	0.876	1.04	1.03	0.901	1.17	0.011537016	0.451834318	31.01
HGNC:25363	SV	0.000175	0.691	0.392	1.3	0.887	0.758	1.04	0.836	0.652	1.08	0.022909216	0.388554954	28.91
HGNC:25367	DL	0.244	0.272	0.11	0.855	1.02	0.933	1.12	1.13	0.983	1.3	0.064231253	0.402724571	90.02
HGNC:25382	VP	0.00226	0.632	0.329	1.32	1.17	1.01	1.36	0.975	0.741	1.3	0.006317366	0.415558424	44.02
HGNC:25386	DL	0.0465	0.302	0.164	0.596	0.78	0.705	0.863	0.914	0.791	1.06	0.027817017	-0.873482299	41.74
HGNC:25404	DL	6e-18	0.969	0.713	1.34	1.34	1.25	1.43	1.45	1.32	1.61	-	3.00655524	85.5
HGNC:25412	VP	1	0.0874	0.042	0.2	0.856	0.788	0.93	0.937	0.823	1.07	0.09583147	-0.855927056	17.25
HGNC:25416	DL	0.999	0.0407	0.013	0.193	0.608	0.526	0.703	1.11	0.933	1.32	0.085038635	-0.590609402	34.92
HGNC:2542	VP	-	-	-	-	-	-	-	-	-	-	-	-	71.36
HGNC:25438	VP	2.02e-34	1.14	0.906	1.45	1.33	1.26	1.39	1.32	1.23	1.42	0.002491337	-0.212911696	-
HGNC:25450	SV	0.997	0.0778	0.031	0.245	0.835	0.772	0.904	1.02	0.912	1.14	0.325957195	-0.539538385	30.22
HGNC:25457	VP	0.421	0.193	0.068	0.913	0.69	0.545	0.88	0.827	0.602	1.16	-	-0.031292345	40
HGNC:25459	CL	9.24e-05	0.406	0.259	0.658	0.562	0.495	0.637	1.04	0.896	1.22	0.042142365	-0.025495819	35.5
HGNC:25468	DL	6.07e-13	0.716	0.518	1.01	1.07	0.971	1.17	1.08	0.926	1.27	0.010265149	0.240348057	35.84
HGNC:25476	VP	0.705	0.158	0.064	0.499	0.759	0.66	0.873	1.2	1.01	1.44	0.047328404	-0.814220629	33.4
HGNC:2548	DL	2.5e-40	0.531	0.449	0.629	1.05	1.01	1.09	1.08	1.02	1.14	-	3.954758929	67.86
HGNC:25484	DL	1	0.114	0.064	0.214	0.899	0.855	0.944	1.09	1.02	1.16	0.269271981	1.670500526	31.3
HGNC:25488	VP	0.317	0.241	0.098	0.759	0.918	0.799	1.06	1.06	0.879	1.28	0.270235792	0.287045613	60.07
HGNC:25490	VP	5.97e-05	0.688	0.403	1.24	0.878	0.743	1.04	1.02	0.796	1.33	0.005118573	0.237584392	31.73
HGNC:25498	VN	0.442	0	0	1.61	0.644	0.573	0.723	1.03	0.888	1.2	0.040624873	-0.355951023	90.76
HGNC:2550	SV	1	0	0	0.109	0.286	0.239	0.342	1.04	0.894	1.21	0.259762027	-0.718768657	1.73
HGNC:25503	CL	0.999	0	0	0.143	0.433	0.368	0.509	0.774	0.631	0.955	0.239343219	-0.574659258	16.53
HGNC:25512	CL	0.893	0.179	0.097	0.352	0.699	0.625	0.781	0.911	0.772	1.08	0.076329181	-0.533925692	8.52
HGNC:25518	CL	9.88e-07	0.665	0.425	1.08	0.705	0.614	0.81	1	0.843	1.2	0.01434664	-0.241523209	59.51
HGNC:25522	DL	3.63e-05	0.444	0.283	0.719	0.999	0.91	1.1	1.03	0.896	1.2	0.020685186	0.223237166	65.51
HGNC:25531	VP	0.5	0.213	0.11	0.447	0.72	0.643	0.808	1.05	0.899	1.24	0.128461029	-0.873127524	65.22
HGNC:25532	CL	0.999	0.04	0.013	0.19	0.836	0.755	0.926	1.07	0.923	1.24	0.021932484	-0.766622202	76.75
HGNC:25538	DL	9.31e-13	0.658	0.479	0.919	0.819	0.742	0.904	0.885	0.756	1.04	0.00448164	-0.909221299	28.68
HGNC:25546	VP	0.00193	0.368	0.221	0.642	0.883	0.799	0.977	1.01	0.866	1.18	0.013867316	0.071109891	38.49
HGNC:25548	DL	1	0.0521	0.02	0.164	0.791	0.719	0.869	1.03	0.901	1.17	0.066974675	-0.789794026	35.08
HGNC:25555	DL	0.998	0.0441	0.015	0.209	0.651	0.577	0.736	0.839	0.709	0.997	0.258516889	-0.227441471	7.79
HGNC:25556	CL	0.00182	0.402	0.235	0.726	0.946	0.834	1.08	0.87	0.704	1.08	0.021924923	0.100339625	42.2
HGNC:25557	SV	5.57e-15	0.721	0.533	0.988	0.906	0.832	0.985	1.07	0.948	1.21	0.007835126	-0.897012381	34.81
HGNC:25559	SV	0.0133	0.264	0.178	0.402	1.16	1.11	1.23	1.1	1.01	1.2	0.031925336	2.112533203	93.57
HGNC:2556	DL	1	0.0615	0.027	0.159	0.33	0.286	0.382	1.09	0.947	1.25	0.166603481	-1.061007961	9.27
HGNC:25564	SV	0.109	0.296	0.145	0.677	0.304	0.229	0.409	1.09	0.846	1.43	0.049049694	-0.078436669	20.06
HGNC:25565	DL	6.84e-09	0.479	0.339	0.69	0.91	0.837	0.99	0.898	0.782	1.03	0.005109782	-0.652099831	38.58
HGNC:25566	DL	1	0.133	0.079	0.232	0.882	0.827	0.939	1.03	0.934	1.13	0.323656116	-1.330862127	12.88
HGNC:25567	DL	2.98e-09	0.579	0.403	0.849	0.982	0.903	1.07	1.08	0.958	1.22	0.022281632	0.368147582	65.43
HGNC:25568	SV	2.78e-35	0.805	0.656	0.995	1.12	1.06	1.19	1.13	1.03	1.25	0.007557147	-0.433683263	23.8
HGNC:25585	VP	3.33e-16	0.877	0.642	1.22	0.891	0.804	0.988	0.889	0.751	1.06	0.00917231	-0.115594326	43.58
HGNC:25588	VP	1.97e-14	0.831	0.601	1.17	1.02	0.936	1.12	1.01	0.878	1.16	0.008352847	0.080646735	73.58
HGNC:25592	CL	3.55e-07	0.495	0.334	0.752	0.839	0.765	0.92	1.01	0.891	1.15	0.015540988	-1.550790015	15.18
HGNC:25598	VP	2.05e-10	0.532	0.382	0.754	0.87	0.797	0.95	0.921	0.804	1.06	0.007719103	0.209959994	74.25
HGNC:25607	DL	0.547	0	0	1.23	0.746	0.605	0.925	0.814	0.599	1.12	0.14075205	0.16798151	48.13
HGNC:25608	DL	8.2e-08	0.434	0.305	0.631	0.78	0.715	0.852	1.03	0.911	1.16	0.017018656	-0.594703989	20.07
HGNC:25610	VN	2.72e-18	0.898	0.667	1.22	1.01	0.923	1.11	1.04	0.901	1.2	-	0.371176807	19.95
HGNC:25623	VP	2.04e-06	0.611	0.39	0.99	0.827	0.758	0.901	1.07	0.963	1.2	0.008183692	-1.619249431	76.27
HGNC:25625	VN	2.85e-08	0.947	0.605	1.53	1.21	1.07	1.36	0.977	0.781	1.23	0.006009285	0.029222046	90.87
HGNC:25631	VP	3.91e-15	0.438	0.34	0.569	0.867	0.817	0.92	0.895	0.811	0.987	0.010373416	0.148024852	63.14
HGNC:25635	DL	4.1e-09	0.731	0.494	1.11	1.01	0.926	1.09	1.03	0.899	1.18	0.005840816	-0.274493213	30.21
HGNC:25640	DL	2.76e-06	0.528	0.343	0.84	0.907	0.814	1.01	1	0.846	1.19	0.010317018	-0.307647465	49.16
HGNC:25641	VN	4.44e-06	0.63	0.396	1.04	0.998	0.884	1.13	0.919	0.751	1.13	0.001562315	0.152831263	40.75
HGNC:25642	DL	0.131	0.249	0.149	0.435	0.688	0.625	0.756	0.967	0.848	1.1	0.134399274	-0.865104225	8.91
HGNC:25645	VP	0.191	0.276	0.125	0.713	0.647	0.542	0.775	0.983	0.786	1.24	0.010195041	-0.407736542	31.09
HGNC:25648	VP	3.87e-16	0.921	0.67	1.29	0.793	0.711	0.884	1.11	0.962	1.28	0.001885837	0.032699452	66.42
HGNC:25649	VP	0.44	0.213	0.096	0.551	0.571	0.488	0.67	0.932	0.762	1.15	0.293400528	0.001059469	67.25
HGNC:25671	DL	2.05e-09	0.84	0.561	1.29	1.03	0.897	1.18	0.965	0.768	1.22	0.006364247	0.590503117	36.96
HGNC:25675	CL	0.982	0	0	0.244	0.965	0.824	1.13	0.925	0.722	1.2	0.087664641	-0.195539422	69.55
HGNC:25691	VN	3.97e-07	0.832	0.523	1.38	0.919	0.833	1.01	0.914	0.786	1.07	0.004069561	0.290877662	89.63
HGNC:25697	VP	1.17e-12	0.949	0.661	1.39	0.878	0.791	0.974	0.975	0.845	1.13	0.009308356	0.950294688	90.82
HGNC:25701	VP	1	0.103	0.067	0.161	0.711	0.674	0.748	0.948	0.879	1.02	0.081063353	-3.745968619	11.96
HGNC:25705	VP	0.0173	0.391	0.204	0.823	0.641	0.543	0.758	0.986	0.799	1.22	0.038746134	0.395774199	59.98
HGNC:25706	DL	3.59e-14	0.535	0.403	0.719	0.849	0.788	0.914	1.29	1.17	1.43	0.008405706	-0.878311234	29.82
HGNC:25707	VP	3.06e-05	1.35	0.698	1.91	1.05	0.93	1.18	0.801	0.642	1.01	0.003155275	0.630072223	97.59
HGNC:2571	VP	0.452	0.204	0.082	0.642	0.797	0.691	0.921	0.994	0.831	1.19	0.078236924	0.225820145	66.85
HGNC:25717	VP	1.31e-05	0.452	0.293	0.719	0.834	0.755	0.923	1.1	0.959	1.27	0.018874826	-0.966261896	38.54
HGNC:25718	VP	0.49	0.216	0.117	0.426	0.763	0.688	0.847	1.1	0.969	1.25	0.034626881	-0.28518831	75.73
HGNC:25727	VP	5.54e-09	0.515	0.361	0.748	0.715	0.645	0.793	0.83	0.706	0.98	0.020481915	-0.434642997	16.46
HGNC:25749	CL	6.03e-14	0.604	0.449	0.824	0.931	0.867	1	0.963	0.862	1.08	0.007107581	0.227522066	52.36
HGNC:25762	VP	1.82e-06	0.703	0.442	1.16	0.829	0.732	0.94	1.14	0.968	1.34	0.00372641	-0.263177942	18.47
HGNC:25763	DL	3.01e-12	0.742	0.529	1.06	0.75	0.673	0.835	0.914	0.782	1.07	0.008134037	-0.437317214	66.14
HGNC:25769	CL	2.13e-14	0.64	0.475	0.872	0.982	0.907	1.06	0.915	0.804	1.04	0.011090781	0.486056631	71.8
HGNC:2577	VP	1.08e-05	0.902	0.528	1.6	0.89	0.764	1.04	1.04	0.85	1.29	0.003525221	-	66.16
HGNC:25782	CL	0.996	0.119	0.058	0.273	0.69	0.619	0.768	0.92	0.79	1.07	0.086654428	-1.208157377	29.89
HGNC:25783	CL	1	0.0346	0.013	0.109	0.552	0.5	0.609	0.905	0.796	1.03	0.138312847	-0.568858688	13.37
HGNC:25788	DL	7.08e-06	0.38	0.259	0.57	0.695	0.628	0.769	0.908	0.783	1.06	0.018414885	-1.46067099	7.54
HGNC:25791	CL	1.94e-07	0.521	0.352	0.791	0.88	0.795	0.975	0.902	0.765	1.07	0.012922976	-0.544173232	44.5
HGNC:25793	DL	2.71e-06	0.45	0.3	0.693	0.842	0.769	0.922	0.907	0.784	1.05	0.020141177	-0.194285891	45.88
HGNC:25801	DL	1.37e-33	0.545	0.453	0.658	0.854	0.815	0.894	0.914	0.849	0.985	-	0.574654504	76.94
HGNC:25808	VP	2.79e-13	0.743	0.537	1.05	1.05	0.968	1.15	1	0.87	1.16	0.00373155	0.580345263	75.75
HGNC:25812	DL	0.000156	0.586	0.343	1.06	0.81	0.703	0.935	0.854	0.696	1.05	0.006759784	-0.020595905	63.72
HGNC:25818	DL	0.00859	0.316	0.19	0.552	0.795	0.719	0.878	1.04	0.915	1.19	0.06647673	-1.324920439	69.01
HGNC:2584	VP	1	0.0912	0.044	0.209	0.548	0.496	0.605	0.96	0.848	1.09	0.086261275	-1.452292565	2.21
HGNC:25896	DL	1.66e-05	1.07	0.603	1.81	0.875	0.764	1	1.32	1.13	1.56	0.007965881	-	35.62
HGNC:25897	SV	0.0402	0.283	0.165	0.511	0.678	0.605	0.761	0.876	0.75	1.03	0.059936907	-0.445695306	40.67
HGNC:2590	DL	4.09e-07	0.583	0.384	0.912	0.878	0.795	0.97	0.959	0.825	1.12	0.010583597	-0.520198789	46.36
HGNC:25904	VP	3.04e-09	0.537	0.377	0.78	0.977	0.902	1.06	0.991	0.878	1.12	0.015769156	-0.740690104	40.33
HGNC:25918	VP	0.256	0.265	0.107	0.835	0.944	0.81	1.1	1.03	0.821	1.29	0.07955924	0.143651556	53.87
HGNC:25920	VP	0.144	0.259	0.141	0.511	0.598	0.525	0.681	0.866	0.728	1.03	0.077486903	-0.884182118	32.35
HGNC:25926	VN	1.02e-05	0.757	0.455	1.32	1.06	0.927	1.21	0.771	0.606	0.988	0.001457378	0.087773438	42.11
HGNC:2593	VP	0.000212	0.484	0.291	0.845	0.781	0.699	0.874	1.01	0.864	1.18	0.026554262	-1.04692424	67.76
HGNC:25939	DL	0.201	0.296	0.12	0.933	0.798	0.701	0.908	0.864	0.723	1.04	-	0.050877616	65.82
HGNC:25945	DL	0.000934	0.611	0.333	1.21	0.79	0.659	0.952	0.903	0.68	1.21	0.013056654	0.105240672	5.72
HGNC:25965	SV	4.49e-05	0.384	0.253	0.601	0.817	0.743	0.899	1.01	0.876	1.17	0.028370505	-0.456298698	49.35
HGNC:25967	VP	6.55e-15	0.644	0.481	0.873	1.01	0.932	1.09	0.958	0.847	1.09	0.002651108	1.18391267	35.05
HGNC:25968	VP	4.12e-09	0.613	0.422	0.909	0.894	0.816	0.979	0.96	0.833	1.11	-	-	56.22
HGNC:25980	SV	2.04e-12	0.67	0.484	0.942	0.938	0.864	1.02	1.06	0.935	1.19	0.014141733	-0.53383458	63.69
HGNC:25994	SV	0.000849	0.326	0.211	0.518	0.982	0.906	1.06	1	0.88	1.14	0.03573583	-1.012611086	66.66
HGNC:25997	SV	1	0.1	0.048	0.229	0.666	0.611	0.724	0.99	0.887	1.11	0.137845974	-0.699246665	14.69
HGNC:2600	SV	0.000221	0.481	0.289	0.84	0.721	0.639	0.814	0.783	0.657	0.936	0.055774129	1.366711919	65.79
HGNC:26002	DL	1	0.0654	0.031	0.15	0.765	0.722	0.81	0.969	0.9	1.04	0.159560979	-0.785055099	12.36
HGNC:26034	CL	3.78e-06	1.07	0.622	1.78	1.02	0.863	1.22	1.12	0.861	1.47	0.00400054	0.018170474	7.74
HGNC:26038	VP	0.0135	0.502	0.246	1.15	0.892	0.769	1.04	1.04	0.854	1.28	0.016847796	-0.046084589	19.66
HGNC:26040	VN	3.32e-10	0.958	0.64	1.47	0.907	0.797	1.03	0.972	0.806	1.18	0.004893094	-0.384114782	42.25
HGNC:26042	VP	0.102	0.413	0.168	1.28	0.672	0.544	0.835	0.872	0.674	1.14	0.209557867	-	62.22
HGNC:26049	VP	4.73e-10	0.782	0.534	1.17	0.848	0.764	0.942	1.05	0.902	1.22	0.008562171	0.109520345	78.92
HGNC:26050	DL	0.0172	0.468	0.23	1.07	0.96	0.835	1.11	1.06	0.862	1.3	0.004233973	0.450938663	75.8
HGNC:26051	VP	2.26e-06	0.685	0.43	1.13	0.995	0.876	1.13	0.905	0.725	1.14	0.00462572	-	33.01
HGNC:26052	CL	2.5e-13	0.708	0.515	0.988	0.902	0.825	0.985	1.37	1.23	1.53	0.004533236	-1.046477282	28.96
HGNC:26053	CL	6.19e-05	0.58	0.349	1.01	0.988	0.87	1.12	1.09	0.895	1.33	0.01555977	-0.097772631	35.03
HGNC:26055	VP	0.000113	0.619	0.362	1.12	0.807	0.714	0.912	0.857	0.717	1.03	0.019617736	-0.311481605	43.7
HGNC:2606	VP	2.35e-07	0.618	0.407	0.966	0.945	0.855	1.05	1.2	1.05	1.38	0.012474488	-0.547202713	46.38
HGNC:26063	DL	1.9e-05	0.692	0.416	1.21	1	0.904	1.12	0.846	0.7	1.03	0.003140941	-0.71074323	47.31
HGNC:26068	DL	0.717	0.119	0.041	0.565	0.633	0.51	0.789	0.719	0.526	0.997	0.059494554	0.366097937	14.03
HGNC:26072	VN	1.52e-13	0.646	0.475	0.89	0.838	0.772	0.909	0.854	0.748	0.976	-	0.624461106	81.34
HGNC:26076	VP	2.15e-08	0.858	0.557	1.36	0.964	0.842	1.11	0.914	0.729	1.15	0.012097408	0.366897644	77.87
HGNC:26079	DL	0.000431	0.283	0.201	0.404	1.05	0.993	1.11	1.12	1.03	1.23	0.054943389	-0.701372494	24.14
HGNC:26101	VP	1.02e-05	0.431	0.284	0.674	0.714	0.643	0.794	0.888	0.768	1.03	0.008374184	-0.367713568	67.04
HGNC:26103	VP	2.57e-18	0.74	0.562	0.985	0.861	0.784	0.945	0.866	0.743	1.01	-	-0.098839167	69.5
HGNC:26107	VP	5.31e-08	0.426	0.301	0.614	0.949	0.876	1.03	0.919	0.8	1.06	0.006174034	0.387933217	45.73
HGNC:26114	SV	0.0244	0.332	0.181	0.655	0.664	0.589	0.749	0.876	0.745	1.03	0.056834246	-0.629375227	8.77
HGNC:26115	VP	2.93e-05	0.771	0.451	1.39	0.804	0.704	0.918	0.783	0.634	0.972	0.00394927	0.363867196	64.2
HGNC:26116	VP	2.42e-17	1.12	0.811	1.57	1.05	0.944	1.16	1.24	1.08	1.44	0.00496378	-0.460132021	51.83
HGNC:26117	VP	0.0446	0.26	0.165	0.421	0.727	0.666	0.794	0.961	0.852	1.09	0.024685074	-1.093627025	31.5
HGNC:26124	VP	0.0645	0.25	0.164	0.39	0.719	0.655	0.788	1.06	0.936	1.2	0.039884713	-0.9339098	16.37
HGNC:26144	DL	7.27e-20	0.789	0.602	1.05	0.947	0.883	1.02	1.05	0.941	1.17	0.011004153	-0.533755702	58.94
HGNC:26145	VP	0.000401	0.502	0.294	0.906	0.867	0.759	0.993	0.857	0.686	1.08	0.004197677	0.145968811	76.62
HGNC:26148	SV	0.872	0.182	0.098	0.358	0.932	0.85	1.02	1.26	1.12	1.42	0.12014068	-0.022018244	50.06
HGNC:26158	VP	6.47e-16	1.12	0.796	1.59	0.918	0.817	1.03	0.886	0.733	1.08	0.00347598	0.419389285	58.57
HGNC:26162	CL	2.1e-08	0.638	0.431	0.969	0.982	0.885	1.09	0.986	0.83	1.18	0.010078382	-0.195089478	46.18
HGNC:26169	DL	1.14e-11	0.468	0.347	0.638	0.939	0.879	1	0.996	0.903	1.1	0.011469173	0.202485432	69.4
HGNC:26175	VP	1.63e-15	0.87	0.633	1.22	0.937	0.855	1.03	0.99	0.866	1.13	-	-0.104542783	72.39
HGNC:26181	VP	1.19e-13	0.92	0.651	1.33	0.885	0.79	0.992	0.979	0.833	1.15	0.001860925	-0.025495819	43.4
HGNC:26183	VN	8.44e-05	0.331	0.226	0.497	0.835	0.769	0.906	1.08	0.961	1.21	0.022148413	-1.229015883	3.36
HGNC:26185	SV	6.8e-07	0.909	0.559	1.53	1.01	0.879	1.17	0.916	0.731	1.16	0.008807588	-0.322534647	52.14
HGNC:26192	SV	0.000786	0.378	0.232	0.641	0.806	0.72	0.903	1.03	0.876	1.21	-	-0.183682232	38.81
HGNC:26195	VP	6.12e-09	0.483	0.341	0.695	0.95	0.875	1.03	0.918	0.803	1.05	-	1.002081351	78.65
HGNC:262	VP	0.0175	0.466	0.229	1.07	0.562	0.483	0.655	0.964	0.815	1.14	0.01626487	-0.167375825	22.93
HGNC:26202	SV	2.87e-05	0.774	0.453	1.39	0.923	0.819	1.04	0.855	0.71	1.03	0.041498987	-0.150619964	70.77
HGNC:26203	VP	1.11e-09	0.739	0.505	1.11	0.96	0.869	1.06	0.97	0.828	1.14	0.007409235	0.973111089	64.05
HGNC:26225	VP	3.94e-06	0.437	0.291	0.673	0.888	0.815	0.967	0.922	0.813	1.05	0.025767322	0.731673357	75.88
HGNC:26235	VP	1.71e-05	0.84	0.491	1.5	0.988	0.828	1.19	1.23	0.953	1.6	0.018336756	-0.317991512	11.48
HGNC:26238	VP	0.0646	0.388	0.176	1	0.924	0.81	1.06	1.02	0.835	1.24	0.01737535	0.684438026	43.76
HGNC:26244	DL	2.38e-11	0.573	0.414	0.805	0.899	0.829	0.976	0.913	0.801	1.04	0.014726742	0.362089569	49.15
HGNC:26262	CL	3.28e-07	0.666	0.433	1.06	1.04	0.945	1.15	1.03	0.885	1.2	0.020422487	0.260488549	77.39
HGNC:26274	DL	8.06e-08	0.563	0.38	0.855	1.11	1.01	1.22	1.1	0.931	1.3	0.017286844	0.002666616	14.13
HGNC:26276	VP	1.08e-15	1.08	0.774	1.55	0.991	0.87	1.13	0.922	0.74	1.16	0.005921967	-0.623317853	16.48
HGNC:26287	VP	1.94e-15	0.718	0.534	0.979	1	0.926	1.09	1.02	0.9	1.16	0.013530998	1.323034926	86.15
HGNC:26291	DL	2.03e-12	0.92	0.641	1.35	0.982	0.901	1.07	1	0.872	1.16	0.005890503	-0.130386999	59.89
HGNC:26303	VP	0.00341	0.407	0.231	0.765	0.868	0.782	0.963	1.02	0.88	1.19	0.036948213	-0.518683982	52.7
HGNC:2631	VN	3.85e-07	0.655	0.425	1.04	0.849	0.765	0.942	1.01	0.875	1.18	0.023743706	0.233485194	79.31
HGNC:26341	VP	3.09e-05	1.35	0.696	1.91	1.16	1	1.35	1.13	0.898	1.43	0.000587132	0.83996148	87.75
HGNC:26342	VP	4.01e-07	0.968	0.596	1.61	1.01	0.85	1.2	1.03	0.788	1.37	0.001525576	0.825881365	87.79
HGNC:26344	VN	4.31e-13	0.728	0.527	1.02	0.946	0.853	1.05	1.07	0.91	1.27	-	0.36466926	41.17
HGNC:26346	VP	0.0292	0.517	0.234	1.32	0.93	0.77	1.13	0.879	0.654	1.2	0.002007608	0.313248359	82.62
HGNC:26379	VP	2.3e-09	0.701	0.479	1.05	0.863	0.77	0.967	1.07	0.906	1.28	-	0.021647885	63.51
HGNC:264	VN	1.82e-05	0.831	0.486	1.49	0.987	0.873	1.12	0.94	0.773	1.15	0.002741433	-0.277259677	34.53
HGNC:26401	VP	1.47e-12	0.815	0.577	1.17	0.958	0.872	1.05	0.947	0.814	1.1	0.00561373	0.448354114	51.8
HGNC:26404	DL	0.23	0.243	0.132	0.48	0.588	0.506	0.683	0.915	0.748	1.13	0.104169731	0.299968187	13.42
HGNC:26406	SV	3.97e-16	0.665	0.501	0.894	1.03	0.938	1.12	1.08	0.926	1.25	0.005535952	0.187500663	50.73
HGNC:26409	VP	0.000407	0.732	0.399	1.43	0.992	0.876	1.12	0.94	0.77	1.15	0.007433848	-0.33278172	57.28
HGNC:2644	VP	3.1e-10	0.744	0.513	1.1	1.03	0.94	1.13	1.04	0.893	1.21	0.001357567	2.356155597	66.17
HGNC:26458	VP	7.11e-08	0.773	0.502	1.23	0.971	0.883	1.07	1.01	0.881	1.16	-	0.544158387	85.34
HGNC:26478	VP	3.51e-06	0.746	0.459	1.26	0.986	0.846	1.15	0.826	0.617	1.12	0.002832008	0.117806741	33.81
HGNC:26505	VP	3.94e-13	0.732	0.529	1.03	0.989	0.893	1.1	1.1	0.935	1.29	0.003787495	-1.316541088	39.93
HGNC:26506	VP	0.000924	0.507	0.287	0.952	0.902	0.779	1.05	1.03	0.832	1.28	0.02375638	0.148998784	54.09
HGNC:2651	VP	0.000282	0.465	0.28	0.812	1.05	0.955	1.16	1.01	0.86	1.19	0.013189952	-0.474568952	41.88
HGNC:26511	SV	0.092	0.436	0.177	1.34	0.633	0.517	0.778	0.705	0.545	0.92	-	-	61.69
HGNC:26516	VP	5.65e-09	1.11	0.711	1.74	0.793	0.677	0.931	0.962	0.776	1.2	0.004123697	0.143295115	54.2
HGNC:26527	VP	5.25e-08	0.5	0.344	0.741	0.879	0.796	0.971	0.977	0.843	1.14	0.012103984	0.461276306	68.49
