chrom	chromStart	chromEnd	ENSG_ID	geneName	pLI	zscore_mis	zscore_syn	loeuf	missense	synonymous
chr11	35251204	35419558	ENSG00000110436	SLC1A2	0.71	2.28	-0.29	0.42	Missense exp: 334.6, obs: 217, Z = 2.28, o/e = 0.65 (0.58 - 0.73)	Synonymous exp: 130.8, obs: 135, Z = -0.29, o/e = 1.03 (0.90 - 1.19)
chr11	35618459	35620865	ENSG00000179431	FJX1	0.94	0.66	-0.62	0.33	Missense exp: 192.7, obs: 167, Z = 0.66, o/e = 0.87 (0.76 - 0.98)	Synonymous exp: 88.6, obs: 96, Z = -0.62, o/e = 1.08 (0.92 - 1.28)
chr11	35662774	35818007	ENSG00000166326	TRIM44	0.05	1.07	0.88	0.66	Missense exp: 191.7, obs: 150, Z = 1.07, o/e = 0.78 (0.68 - 0.90)	Synonymous exp: 76.8, obs: 67, Z = 0.88, o/e = 0.87 (0.71 - 1.07)
chr11	35944061	36232136	ENSG00000179241	LDLRAD3	0.02	0.7	1.55	0.83	Missense exp: 212.9, obs: 184, Z = 0.70, o/e = 0.86 (0.77 - 0.98)	Synonymous exp: 95.2, obs: 76, Z = 1.55, o/e = 0.80 (0.66 - 0.97)
chr11	36272291	36289424	ENSG00000110442	COMMD9	0.39	0.48	-0.24	0.68	Missense exp: 111.2, obs: 97, Z = 0.48, o/e = 0.87 (0.74 - 1.03)	Synonymous exp: 45.9, obs: 48, Z = -0.24, o/e = 1.05 (0.83 - 1.33)
chr11	36376004	36465204	ENSG00000135362	PRR5L	0.07	1.23	0.16	0.64	Missense exp: 223.8, obs: 172, Z = 1.23, o/e = 0.77 (0.68 - 0.87)	Synonymous exp: 94.0, obs: 92, Z = 0.16, o/e = 0.98 (0.83 - 1.16)
chr11	36483768	36510272	ENSG00000175104	TRAF6	1.0	2.72	0.45	0.22	Missense exp: 292.8, obs: 162, Z = 2.72, o/e = 0.55 (0.49 - 0.63)	Synonymous exp: 99.7, obs: 94, Z = 0.45, o/e = 0.94 (0.80 - 1.12)
chr11	36568006	36579762	ENSG00000166349	RAG1	0.0	0.58	0.08	0.74	Missense exp: 542.1, obs: 504, Z = 0.58, o/e = 0.93 (0.86 - 1.00)	Synonymous exp: 206.5, obs: 205, Z = 0.08, o/e = 0.99 (0.89 - 1.11)
chr11	36591942	36598236	ENSG00000175097	RAG2	0.02	0.2	0.23	0.79	Missense exp: 266.0, obs: 257, Z = 0.20, o/e = 0.97 (0.87 - 1.07)	Synonymous exp: 92.9, obs: 90, Z = 0.23, o/e = 0.97 (0.82 - 1.16)
chr11	36594545	36659291	ENSG00000166352	C11orf74	0.0	-0.19	-0.09	1.66	Missense exp: 106.6, obs: 112, Z = -0.19, o/e = 1.05 (0.90 - 1.23)	Synonymous exp: 36.3, obs: 37, Z = -0.09, o/e = 1.02 (0.78 - 1.34)
chr11	40114202	40294114	ENSG00000148948	LRRC4C	0.97	2.52	-0.3	0.31	Missense exp: 358.1, obs: 224, Z = 2.52, o/e = 0.63 (0.56 - 0.70)	Synonymous exp: 138.5, obs: 143, Z = -0.30, o/e = 1.03 (0.90 - 1.19)
chr11	43311995	43344529	ENSG00000166181	API5	1.0	2.92	0.83	0.14	Missense exp: 275.6, obs: 139, Z = 2.92, o/e = 0.50 (0.44 - 0.58)	Synonymous exp: 100.7, obs: 90, Z = 0.83, o/e = 0.89 (0.75 - 1.06)
chr11	43358919	43494931	ENSG00000052841	TTC17	1.0	1.3	-0.26	0.23	Missense exp: 618.3, obs: 527, Z = 1.30, o/e = 0.85 (0.79 - 0.92)	Synonymous exp: 227.1, obs: 232, Z = -0.26, o/e = 1.02 (0.92 - 1.14)
chr11	43680737	43856615	ENSG00000149084	HSD17B12	0.0	0.65	-0.43	0.9	Missense exp: 170.9, obs: 147, Z = 0.65, o/e = 0.86 (0.75 - 0.99)	Synonymous exp: 69.4, obs: 74, Z = -0.43, o/e = 1.07 (0.88 - 1.29)
chr11	43880830	43920274	ENSG00000166199	ALKBH3	0.0	0.08	-0.0	1.32	Missense exp: 163.0, obs: 160, Z = 0.08, o/e = 0.98 (0.86 - 1.12)	Synonymous exp: 53.0, obs: 53, Z = -0.00, o/e = 1.00 (0.80 - 1.26)
chr11	43925341	43943273	ENSG00000187479	C11orf96	0.01	0.78	1.23	1.25	Missense exp: 97.6, obs: 76, Z = 0.78, o/e = 0.78 (0.65 - 0.94)	Synonymous exp: 44.4, obs: 34, Z = 1.23, o/e = 0.77 (0.58 - 1.02)
chr11	44047980	44059977	ENSG00000205126	ACCSL	0.0	0.26	-0.92	1.32	Missense exp: 317.2, obs: 304, Z = 0.26, o/e = 0.96 (0.87 - 1.05)	Synonymous exp: 120.2, obs: 133, Z = -0.92, o/e = 1.11 (0.96 - 1.28)
chr11	44066269	44084237	ENSG00000110455	ACCS	0.0	0.23	0.37	0.84	Missense exp: 294.9, obs: 284, Z = 0.23, o/e = 0.96 (0.87 - 1.06)	Synonymous exp: 113.0, obs: 108, Z = 0.37, o/e = 0.96 (0.82 - 1.12)
chr11	44095677	44247174	ENSG00000151348	EXT2	0.0	0.64	-0.24	0.77	Missense exp: 431.4, obs: 394, Z = 0.64, o/e = 0.91 (0.84 - 0.99)	Synonymous exp: 165.1, obs: 169, Z = -0.24, o/e = 1.02 (0.90 - 1.16)
chr11	44565662	44620358	ENSG00000085117	CD82	0.0	0.09	-0.06	1.25	Missense exp: 168.3, obs: 165, Z = 0.09, o/e = 0.98 (0.86 - 1.12)	Synonymous exp: 72.4, obs: 73, Z = -0.06, o/e = 1.01 (0.83 - 1.23)
chr11	44764425	44932421	ENSG00000157570	TSPAN18	0.08	0.8	-0.66	0.72	Missense exp: 156.3, obs: 128, Z = 0.80, o/e = 0.82 (0.71 - 0.95)	Synonymous exp: 69.0, obs: 76, Z = -0.66, o/e = 1.10 (0.91 - 1.33)
chr11	44932355	44950160	ENSG00000175274	TP53I11	0.31	1.82	-1.02	0.76	Missense exp: 113.6, obs: 59, Z = 1.82, o/e = 0.52 (0.42 - 0.65)	Synonymous exp: 50.8, obs: 60, Z = -1.02, o/e = 1.18 (0.96 - 1.47)
chr11	45147342	45225087	ENSG00000019485	PRDM11	0.97	1.13	-0.03	0.32	Missense exp: 287.7, obs: 234, Z = 1.13, o/e = 0.81 (0.73 - 0.91)	Synonymous exp: 118.6, obs: 119, Z = -0.03, o/e = 1.00 (0.86 - 1.17)
chr11	45240301	45286341	ENSG00000019505	SYT13	0.69	0.36	0.12	0.46	Missense exp: 253.3, obs: 237, Z = 0.36, o/e = 0.94 (0.84 - 1.04)	Synonymous exp: 112.7, obs: 111, Z = 0.12, o/e = 0.99 (0.84 - 1.15)
chr11	45647688	45665622	ENSG00000175264	CHST1	0.77	2.95	2.12	0.46	Missense exp: 306.4, obs: 161, Z = 2.95, o/e = 0.53 (0.46 - 0.60)	Synonymous exp: 151.1, obs: 118, Z = 2.12, o/e = 0.78 (0.67 - 0.91)
chr11	45771415	45773295	ENSG00000205106	CTD-2210P24.4	0.12	0.44	1.2	1.83	Missense exp: 60.5, obs: 51, Z = 0.44, o/e = 0.84 (0.67 - 1.06)	Synonymous exp: 24.5, obs: 17, Z = 1.20, o/e = 0.69 (0.47 - 1.04)
chr11	45805148	45813016	ENSG00000181830	SLC35C1	0.02	1.16	-1.1	0.97	Missense exp: 220.7, obs: 172, Z = 1.16, o/e = 0.78 (0.69 - 0.89)	Synonymous exp: 111.2, obs: 126, Z = -1.10, o/e = 1.13 (0.98 - 1.31)
chr11	45847405	45883247	ENSG00000121671	CRY2	0.0	2.06	-0.7	0.59	Missense exp: 389.5, obs: 275, Z = 2.06, o/e = 0.71 (0.64 - 0.78)	Synonymous exp: 152.0, obs: 163, Z = -0.70, o/e = 1.07 (0.94 - 1.22)
chr11	45885650	45906465	ENSG00000121653	MAPK8IP1	1.0	1.49	0.07	0.16	Missense exp: 392.2, obs: 309, Z = 1.49, o/e = 0.79 (0.72 - 0.87)	Synonymous exp: 175.2, obs: 174, Z = 0.07, o/e = 0.99 (0.88 - 1.13)
chr11	45906533	45907271	ENSG00000234776	C11orf94	0.04	-0.54	-0.48	1.74	Missense exp: 62.0, obs: 74, Z = -0.54, o/e = 1.19 (0.99 - 1.45)	Synonymous exp: 28.7, obs: 32, Z = -0.48, o/e = 1.11 (0.84 - 1.50)
chr11	45909668	45917829	ENSG00000121680	PEX16	0.0	0.45	-0.12	0.82	Missense exp: 213.6, obs: 195, Z = 0.45, o/e = 0.91 (0.81 - 1.03)	Synonymous exp: 93.5, obs: 95, Z = -0.12, o/e = 1.02 (0.86 - 1.21)
chr11	45921644	45929096	ENSG00000165905	GYLTL1B	0.0	-0.06	-0.31	1.02	Missense exp: 405.3, obs: 409, Z = -0.06, o/e = 1.01 (0.93 - 1.09)	Synonymous exp: 171.8, obs: 177, Z = -0.31, o/e = 1.03 (0.91 - 1.17)
chr11	45933480	46121010	ENSG00000135365	PHF21A	1.0	2.86	1.17	0.08	Missense exp: 379.9, obs: 223, Z = 2.86, o/e = 0.59 (0.53 - 0.66)	Synonymous exp: 141.7, obs: 124, Z = 1.17, o/e = 0.88 (0.76 - 1.02)
chr11	46361605	46380551	ENSG00000149091	DGKZ	0.04	2.76	-0.05	0.38	Missense exp: 698.5, obs: 493, Z = 2.76, o/e = 0.71 (0.66 - 0.76)	Synonymous exp: 287.0, obs: 288, Z = -0.05, o/e = 1.00 (0.91 - 1.11)
chr11	46380755	46383799	ENSG00000110492	MDK	0.23	0.33	0.56	0.87	Missense exp: 79.3, obs: 71, Z = 0.33, o/e = 0.90 (0.74 - 1.09)	Synonymous exp: 32.0, obs: 28, Z = 0.56, o/e = 0.87 (0.65 - 1.20)
chr11	46385097	46386608	ENSG00000180720	CHRM4	0.97	2.73	-0.58	0.27	Missense exp: 315.5, obs: 179, Z = 2.73, o/e = 0.57 (0.50 - 0.64)	Synonymous exp: 140.3, obs: 149, Z = -0.58, o/e = 1.06 (0.93 - 1.22)
chr11	46396413	46591364	ENSG00000110497	AMBRA1	1.0	2.95	1.18	0.14	Missense exp: 725.4, obs: 502, Z = 2.95, o/e = 0.69 (0.64 - 0.74)	Synonymous exp: 279.1, obs: 254, Z = 1.18, o/e = 0.91 (0.82 - 1.01)
chr11	46602860	46617227	ENSG00000180423	HARBI1	0.0	0.37	-1.15	1.01	Missense exp: 207.8, obs: 193, Z = 0.37, o/e = 0.93 (0.82 - 1.05)	Synonymous exp: 73.5, obs: 86, Z = -1.15, o/e = 1.17 (0.98 - 1.40)
chr11	46617599	46672726	ENSG00000175224	ATG13	0.96	1.52	0.07	0.33	Missense exp: 306.8, obs: 232, Z = 1.52, o/e = 0.76 (0.68 - 0.84)	Synonymous exp: 114.0, obs: 113, Z = 0.07, o/e = 0.99 (0.85 - 1.16)
chr11	46677079	46700619	ENSG00000175220	ARHGAP1	0.77	1.25	0.82	0.41	Missense exp: 264.3, obs: 207, Z = 1.25, o/e = 0.78 (0.70 - 0.88)	Synonymous exp: 113.0, obs: 102, Z = 0.82, o/e = 0.90 (0.77 - 1.06)
chr11	46701030	46705912	ENSG00000175213	ZNF408	0.0	0.71	-0.25	0.82	Missense exp: 445.3, obs: 403, Z = 0.71, o/e = 0.91 (0.83 - 0.98)	Synonymous exp: 185.7, obs: 190, Z = -0.25, o/e = 1.02 (0.91 - 1.15)
chr11	46719212	46739506	ENSG00000180210	F2	0.0	2.11	0.71	0.54	Missense exp: 378.4, obs: 263, Z = 2.11, o/e = 0.70 (0.63 - 0.77)	Synonymous exp: 154.3, obs: 143, Z = 0.71, o/e = 0.93 (0.81 - 1.06)
chr11	46743047	46846280	ENSG00000175216	CKAP5	1.0	3.78	1.79	0.16	Missense exp: 1069.7, obs: 722, Z = 3.78, o/e = 0.67 (0.63 - 0.72)	Synonymous exp: 379.3, obs: 335, Z = 1.79, o/e = 0.88 (0.81 - 0.97)
chr11	46856716	46918550	ENSG00000134569	LRP4	0.0	3.06	-0.31	0.42	Missense exp: 1120.5, obs: 832, Z = 3.06, o/e = 0.74 (0.70 - 0.79)	Synonymous exp: 430.7, obs: 439, Z = -0.31, o/e = 1.02 (0.94 - 1.10)
chr11	46936777	47162247	ENSG00000149179	C11orf49	0.0	0.12	-1.03	1.28	Missense exp: 197.9, obs: 193, Z = 0.12, o/e = 0.98 (0.87 - 1.10)	Synonymous exp: 81.2, obs: 93, Z = -1.03, o/e = 1.15 (0.97 - 1.36)
chr11	47164300	47176879	ENSG00000149182	ARFGAP2	0.0	0.7	-0.1	0.54	Missense exp: 309.5, obs: 275, Z = 0.70, o/e = 0.89 (0.80 - 0.98)	Synonymous exp: 117.6, obs: 119, Z = -0.10, o/e = 1.01 (0.87 - 1.18)
chr11	47177539	47185881	ENSG00000165912	PACSIN3	0.0	0.78	0.62	0.64	Missense exp: 293.4, obs: 256, Z = 0.78, o/e = 0.87 (0.79 - 0.97)	Synonymous exp: 116.6, obs: 108, Z = 0.62, o/e = 0.93 (0.79 - 1.09)
chr11	47214973	47239217	ENSG00000134574	DDB2	0.0	1.22	0.5	0.85	Missense exp: 240.1, obs: 187, Z = 1.22, o/e = 0.78 (0.69 - 0.88)	Synonymous exp: 94.1, obs: 88, Z = 0.50, o/e = 0.94 (0.79 - 1.12)
chr11	47239304	47248906	ENSG00000134575	ACP2	0.0	0.83	0.64	0.75	Missense exp: 272.4, obs: 234, Z = 0.83, o/e = 0.86 (0.77 - 0.96)	Synonymous exp: 108.5, obs: 100, Z = 0.64, o/e = 0.92 (0.78 - 1.09)
chr11	47257978	47268845	ENSG00000025434	NR1H3	0.9	1.3	1.23	0.37	Missense exp: 283.5, obs: 222, Z = 1.30, o/e = 0.78 (0.70 - 0.88)	Synonymous exp: 109.4, obs: 93, Z = 1.23, o/e = 0.85 (0.72 - 1.01)
chr11	47269673	47330031	ENSG00000110514	MADD	0.0	1.1	-0.39	0.58	Missense exp: 978.6, obs: 882, Z = 1.10, o/e = 0.90 (0.85 - 0.95)	Synonymous exp: 380.3, obs: 390, Z = -0.39, o/e = 1.03 (0.94 - 1.11)
chr11	47331405	47352702	ENSG00000134571	MYBPC3	0.0	1.45	-0.22	0.59	Missense exp: 794.1, obs: 679, Z = 1.45, o/e = 0.86 (0.80 - 0.91)	Synonymous exp: 329.9, obs: 335, Z = -0.22, o/e = 1.02 (0.93 - 1.11)
chr11	47354912	47378391	ENSG00000066336	SPI1	0.98	2.35	-0.22	0.24	Missense exp: 158.3, obs: 75, Z = 2.35, o/e = 0.47 (0.39 - 0.57)	Synonymous exp: 72.6, obs: 75, Z = -0.22, o/e = 1.03 (0.86 - 1.25)
chr11	47408589	47416496	ENSG00000165915	SLC39A13	0.0	1.26	-0.28	0.8	Missense exp: 222.9, obs: 170, Z = 1.26, o/e = 0.76 (0.67 - 0.87)	Synonymous exp: 104.4, obs: 108, Z = -0.28, o/e = 1.03 (0.88 - 1.21)
chr11	47418774	47426439	ENSG00000165916	PSMC3	0.95	3.87	0.62	0.34	Missense exp: 260.7, obs: 85, Z = 3.87, o/e = 0.33 (0.27 - 0.39)	Synonymous exp: 105.1, obs: 97, Z = 0.62, o/e = 0.92 (0.78 - 1.09)
chr11	47437763	47449136	ENSG00000165917	RAPSN	0.0	0.55	0.06	0.74	Missense exp: 257.8, obs: 233, Z = 0.55, o/e = 0.90 (0.81 - 1.01)	Synonymous exp: 112.9, obs: 112, Z = 0.06, o/e = 0.99 (0.85 - 1.16)
chr11	47470317	47523988	ENSG00000149187	CELF1	1.0	3.34	1.14	0.17	Missense exp: 287.6, obs: 128, Z = 3.34, o/e = 0.45 (0.39 - 0.52)	Synonymous exp: 106.0, obs: 91, Z = 1.14, o/e = 0.86 (0.72 - 1.02)
chr11	47565598	47573461	ENSG00000110536	PTPMT1	0.01	0.49	-0.4	1.16	Missense exp: 108.3, obs: 94, Z = 0.49, o/e = 0.87 (0.73 - 1.03)	Synonymous exp: 46.5, obs: 50, Z = -0.40, o/e = 1.07 (0.85 - 1.36)
chr11	47572196	47578970	ENSG00000123444	KBTBD4	0.0	1.26	0.74	0.94	Missense exp: 302.9, obs: 241, Z = 1.26, o/e = 0.80 (0.71 - 0.89)	Synonymous exp: 118.3, obs: 108, Z = 0.74, o/e = 0.91 (0.78 - 1.07)
chr11	47577724	47578277	ENSG00000231880	KBTBD4	0.3	-0.19	0.98	1.88	Missense exp: 14.9, obs: 17, Z = -0.19, o/e = 1.14 (0.78 - 1.69)	Synonymous exp: 7.4, obs: 4, Z = 0.98, o/e = 0.54 (0.27 - 1.23)
chr11	47579073	47584562	ENSG00000213619	NDUFS3	0.0	-0.02	-0.77	1.03	Missense exp: 149.5, obs: 150, Z = -0.02, o/e = 1.00 (0.88 - 1.15)	Synonymous exp: 60.4, obs: 68, Z = -0.77, o/e = 1.13 (0.93 - 1.38)
chr11	47589666	47594411	ENSG00000172247	C1QTNF4	0.17	1.65	1.14	0.99	Missense exp: 205.4, obs: 139, Z = 1.65, o/e = 0.68 (0.59 - 0.78)	Synonymous exp: 110.2, obs: 95, Z = 1.14, o/e = 0.86 (0.73 - 1.02)
chr11	47617316	47642559	ENSG00000109919	MTCH2	0.03	1.2	0.95	0.56	Missense exp: 172.5, obs: 128, Z = 1.20, o/e = 0.74 (0.64 - 0.86)	Synonymous exp: 59.3, obs: 50, Z = 0.95, o/e = 0.84 (0.67 - 1.07)
chr11	47659590	47715369	ENSG00000165923	AGBL2	0.0	1.17	0.12	0.89	Missense exp: 460.8, obs: 390, Z = 1.17, o/e = 0.85 (0.78 - 0.92)	Synonymous exp: 165.0, obs: 163, Z = 0.12, o/e = 0.99 (0.87 - 1.12)
chr11	47716493	47767341	ENSG00000109920	FNBP4	1.0	1.39	-1.41	0.14	Missense exp: 528.1, obs: 438, Z = 1.39, o/e = 0.83 (0.77 - 0.90)	Synonymous exp: 185.6, obs: 210, Z = -1.41, o/e = 1.13 (1.01 - 1.27)
chr11	47778117	47848350	ENSG00000030066	NUP160	0.0	1.04	0.21	0.42	Missense exp: 780.1, obs: 698, Z = 1.04, o/e = 0.89 (0.84 - 0.95)	Synonymous exp: 278.5, obs: 274, Z = 0.21, o/e = 0.98 (0.89 - 1.09)
chr11	47980558	48170839	ENSG00000149177	PTPRJ	0.0	0.97	1.22	0.63	Missense exp: 748.3, obs: 674, Z = 0.97, o/e = 0.90 (0.84 - 0.96)	Synonymous exp: 295.8, obs: 269, Z = 1.22, o/e = 0.91 (0.82 - 1.01)
chr11	48216809	48217739	ENSG00000175619	OR4B1	0.0	-1.99	-3.26	1.69	Missense exp: 160.3, obs: 231, Z = -1.99, o/e = 1.44 (1.29 - 1.61)	Synonymous exp: 63.9, obs: 97, Z = -3.26, o/e = 1.52 (1.29 - 1.79)
chr11	48263860	48264778	ENSG00000176567	OR4X1	0.0	-2.58	-1.72	1.9	Missense exp: 161.8, obs: 254, Z = -2.58, o/e = 1.57 (1.42 - 1.74)	Synonymous exp: 66.2, obs: 84, Z = -1.72, o/e = 1.27 (1.06 - 1.52)
chr11	48306222	48307152	ENSG00000176555	OR4S1	0.0	-2.14	-3.2	1.84	Missense exp: 169.7, obs: 248, Z = -2.14, o/e = 1.46 (1.32 - 1.62)	Synonymous exp: 66.0, obs: 99, Z = -3.20, o/e = 1.50 (1.27 - 1.77)
chr11	48324919	48325955	ENSG00000176547	OR4C3	0.0	-2.26	-3.49	1.98	Missense exp: 146.1, obs: 223, Z = -2.26, o/e = 1.53 (1.37 - 1.71)	Synonymous exp: 58.2, obs: 92, Z = -3.49, o/e = 1.58 (1.33 - 1.86)
chr11	48365484	48366465	ENSG00000176540	OR4C5	0.0	0.91	0.14	1.66	Missense exp: 155.8, obs: 124, Z = 0.91, o/e = 0.80 (0.69 - 0.92)	Synonymous exp: 62.4, obs: 61, Z = 0.14, o/e = 0.98 (0.79 - 1.21)
chr11	48488792	48489722	ENSG00000237388	OR4A47	0.0	-2.71	-3.95	1.94	Missense exp: 154.4, obs: 249, Z = -2.71, o/e = 1.61 (1.45 - 1.79)	Synonymous exp: 60.0, obs: 99, Z = -3.95, o/e = 1.65 (1.40 - 1.91)
chr11	49028822	49038155	ENSG00000182053	TRIM49B	0.0	-1.58	-3.7	1.5	Missense exp: 225.3, obs: 292, Z = -1.58, o/e = 1.30 (1.18 - 1.43)	Synonymous exp: 78.4, obs: 120, Z = -3.70, o/e = 1.53 (1.32 - 1.78)
chr11	49145091	49208602	ENSG00000086205	FOLH1	0.0	1.51	0.18	0.74	Missense exp: 377.5, obs: 295, Z = 1.51, o/e = 0.78 (0.71 - 0.86)	Synonymous exp: 130.7, obs: 128, Z = 0.18, o/e = 0.98 (0.85 - 1.13)
chr11	49952390	49953419	ENSG00000258817	OR4C13	0.0	-3.26	-2.73	1.98	Missense exp: 154.2, obs: 268, Z = -3.26, o/e = 1.74 (1.57 - 1.91)	Synonymous exp: 59.3, obs: 86, Z = -2.73, o/e = 1.45 (1.22 - 1.73)
chr11	49981472	49982535	ENSG00000221954	OR4C12	0.0	-1.33	-0.74	1.89	Missense exp: 159.8, obs: 207, Z = -1.33, o/e = 1.30 (1.16 - 1.45)	Synonymous exp: 59.8, obs: 67, Z = -0.74, o/e = 1.12 (0.92 - 1.37)
chr11	54603068	54603998	ENSG00000185926	OR4C46	0.0	-5.54	-6.42	1.98	Missense exp: 158.1, obs: 354, Z = -5.54, o/e = 2.24 (1.89 - 2.00)	Synonymous exp: 59.8, obs: 123, Z = -6.42, o/e = 2.06 (1.70 - 1.99)
chr11	54706831	54707902	ENSG00000221840	OR4A5	0.0	-5.59	-8.01	1.95	Missense exp: 165.6, obs: 368, Z = -5.59, o/e = 2.22 (1.89 - 2.00)	Synonymous exp: 61.2, obs: 141, Z = -8.01, o/e = 2.30 (1.80 - 2.00)
chr11	55262154	55271114	ENSG00000150244	TRIM48	0.0	-3.49	-4.52	1.99	Missense exp: 114.8, obs: 220, Z = -3.49, o/e = 1.92 (1.70 - 1.99)	Synonymous exp: 41.1, obs: 78, Z = -4.52, o/e = 1.90 (1.54 - 1.98)
chr11	55343200	55344187	ENSG00000181961	OR4A16	0.0	-3.68	-4.5	1.88	Missense exp: 166.3, obs: 300, Z = -3.68, o/e = 1.80 (1.64 - 1.95)	Synonymous exp: 61.2, obs: 106, Z = -4.50, o/e = 1.73 (1.47 - 1.95)
chr11	55554306	55555419	ENSG00000181939	OR4C15	0.0	-5.31	-5.14	1.96	Missense exp: 188.1, obs: 393, Z = -5.31, o/e = 2.09 (1.85 - 2.00)	Synonymous exp: 65.9, obs: 119, Z = -5.14, o/e = 1.81 (1.54 - 1.97)
chr11	55662200	55666096	ENSG00000181903	OR4C6	0.01	-2.32	-3.27	1.89	Missense exp: 163.5, obs: 247, Z = -2.32, o/e = 1.51 (1.36 - 1.68)	Synonymous exp: 64.6, obs: 98, Z = -3.27, o/e = 1.52 (1.29 - 1.79)
chr11	55795555	55796500	ENSG00000186113	OR5D14	0.0	-1.04	-1.75	1.94	Missense exp: 166.2, obs: 204, Z = -1.04, o/e = 1.23 (1.09 - 1.38)	Synonymous exp: 61.5, obs: 79, Z = -1.75, o/e = 1.28 (1.07 - 1.55)
chr11	55819629	55820571	ENSG00000186119	OR5D18	0.0	-0.46	0.08	1.78	Missense exp: 160.8, obs: 177, Z = -0.46, o/e = 1.10 (0.97 - 1.25)	Synonymous exp: 69.9, obs: 69, Z = 0.08, o/e = 0.99 (0.81 - 1.21)
chr11	55827218	55828154	ENSG00000205030	OR5L2	0.0	-1.55	-3.36	1.93	Missense exp: 154.8, obs: 209, Z = -1.55, o/e = 1.35 (1.21 - 1.51)	Synonymous exp: 67.0, obs: 102, Z = -3.36, o/e = 1.52 (1.30 - 1.79)
chr11	55838751	55839738	ENSG00000205029	OR5D16	-1.0	-1.61	-1.3	1.28	Missense exp: 169.2, obs: 228, Z = -1.61, o/e = 1.35 (1.21 - 1.50)	Synonymous exp: 70.2, obs: 84, Z = -1.30, o/e = 1.20 (1.00 - 1.44)
chr11	55883296	55891810	ENSG00000124900	TRIM51	0.0	-1.14	-2.04	1.41	Missense exp: 237.6, obs: 287, Z = -1.14, o/e = 1.21 (1.10 - 1.33)	Synonymous exp: 83.3, obs: 107, Z = -2.04, o/e = 1.28 (1.10 - 1.51)
chr11	55913649	55914582	ENSG00000187612	OR5W2	0.0	-1.02	-1.3	1.73	Missense exp: 158.9, obs: 195, Z = -1.02, o/e = 1.23 (1.09 - 1.38)	Synonymous exp: 62.9, obs: 76, Z = -1.30, o/e = 1.21 (1.00 - 1.46)
chr11	55935455	55936400	ENSG00000167825	OR5I1	0.0	-0.68	-1.53	1.94	Missense exp: 163.5, obs: 188, Z = -0.68, o/e = 1.15 (1.02 - 1.30)	Synonymous exp: 67.1, obs: 83, Z = -1.53, o/e = 1.24 (1.04 - 1.49)
chr11	55967498	55968514	ENSG00000174970	OR10AG1	0.0	-0.29	-0.82	1.91	Missense exp: 159.5, obs: 170, Z = -0.29, o/e = 1.07 (0.94 - 1.21)	Synonymous exp: 57.2, obs: 65, Z = -0.82, o/e = 1.14 (0.93 - 1.40)
chr11	55993680	55994625	ENSG00000149133	OR5F1	0.0	-1.19	-1.8	1.96	Missense exp: 165.8, obs: 209, Z = -1.19, o/e = 1.26 (1.13 - 1.41)	Synonymous exp: 75.1, obs: 95, Z = -1.80, o/e = 1.26 (1.07 - 1.50)
chr11	56093307	56094240	ENSG00000172154	OR8I2	0.0	-1.31	-1.91	1.87	Missense exp: 159.6, obs: 206, Z = -1.31, o/e = 1.29 (1.15 - 1.45)	Synonymous exp: 65.3, obs: 85, Z = -1.91, o/e = 1.30 (1.09 - 1.56)
chr11	56103686	56107658	ENSG00000181767	OR8H2	0.0	-1.18	-1.5	1.88	Missense exp: 161.8, obs: 204, Z = -1.18, o/e = 1.26 (1.12 - 1.42)	Synonymous exp: 63.8, obs: 79, Z = -1.50, o/e = 1.24 (1.03 - 1.49)
chr11	56122372	56123311	ENSG00000181761	OR8H3	0.01	-1.52	-1.99	1.72	Missense exp: 159.9, obs: 214, Z = -1.52, o/e = 1.34 (1.20 - 1.50)	Synonymous exp: 60.3, obs: 80, Z = -1.99, o/e = 1.33 (1.11 - 1.60)
chr11	56159393	56160317	ENSG00000181752	OR8K5	0.0	-1.06	-0.33	1.9	Missense exp: 162.0, obs: 200, Z = -1.06, o/e = 1.23 (1.10 - 1.39)	Synonymous exp: 60.7, obs: 64, Z = -0.33, o/e = 1.05 (0.86 - 1.30)
chr11	56176617	56177556	ENSG00000174957	OR5J2	0.0	-1.4	-1.56	1.75	Missense exp: 155.0, obs: 204, Z = -1.40, o/e = 1.32 (1.17 - 1.48)	Synonymous exp: 62.3, obs: 78, Z = -1.56, o/e = 1.25 (1.04 - 1.51)
chr11	56252253	56253222	ENSG00000181698	OR5T1	-1.0	-1.45	-1.83	0.74	Missense exp: 165.5, obs: 218, Z = -1.45, o/e = 1.32 (1.18 - 1.47)	Synonymous exp: 62.6, obs: 81, Z = -1.83, o/e = 1.29 (1.08 - 1.56)
chr11	56290052	56291090	ENSG00000181693	OR8H1	0.0	-1.31	0.34	1.95	Missense exp: 167.3, obs: 215, Z = -1.31, o/e = 1.29 (1.15 - 1.44)	Synonymous exp: 63.4, obs: 60, Z = 0.34, o/e = 0.95 (0.77 - 1.17)
chr11	56346038	56346998	ENSG00000150261	OR8K1	0.0	-0.69	-0.18	1.91	Missense exp: 163.1, obs: 188, Z = -0.69, o/e = 1.15 (1.02 - 1.30)	Synonymous exp: 63.1, obs: 65, Z = -0.18, o/e = 1.03 (0.84 - 1.27)
